kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total,kp_kec_names
181302,Pesisir Selatan,1813,Kabupaten Pesisir Barat,18,Lampung,8340,5964,14278,321,14503,PESISIR SELATAN
181303,Lemong,1813,Kabupaten Pesisir Barat,18,Lampung,3993,3395,7409,116,7510,LEMONG
181304,Pesisir Utara,1813,Kabupaten Pesisir Barat,18,Lampung,1601,2980,4581,52,4423,PESISIR UTARA
181305,Karya Penggawa,1813,Kabupaten Pesisir Barat,18,Lampung,4052,4695,8648,187,8160,KARYA PENGGAWA
181306,Pulau Pisang,1813,Kabupaten Pesisir Barat,18,Lampung,329,496,825,18,843,PULAUPISANG
181307,Way Krui,1813,Kabupaten Pesisir Barat,18,Lampung,1887,3143,5033,101,5228,WAY KRUI
181308,Krui Selatan,1813,Kabupaten Pesisir Barat,18,Lampung,2935,2452,5391,105,5540,KRUI SELATAN
181309,Ngambur,1813,Kabupaten Pesisir Barat,18,Lampung,8005,3853,11699,383,11851,NGAMBUR
181310,Ngaras,1813,Kabupaten Pesisir Barat,18,Lampung,2480,2490,4973,117,5115,NGARAS
181311,Bangkunat,1813,Kabupaten Pesisir Barat,18,Lampung,8638,6964,15614,287,15991,BANGKUNAT
187101,Kedaton,1871,Kota Bandar Lampung,18,Lampung,12245,15064,26916,540,27436,KEDATON
187102,Sukarame,1871,Kota Bandar Lampung,18,Lampung,13577,19659,33009,569,33227,SUKARAME
187103,Tanjungkarang Barat,1871,Kota Bandar Lampung,18,Lampung,12807,18609,31128,454,31402,TANJUNGKARANG BARAT
187104,Panjang,1871,Kota Bandar Lampung,18,Lampung,22145,15433,37021,1032,38454,PANJANG
187105,Tanjungkarang Timur,1871,Kota Bandar Lampung,18,Lampung,9108,10830,19452,870,20433,TANJUNGKARANG TIMUR
187106,Tanjungkarang Pusat,1871,Kota Bandar Lampung,18,Lampung,11587,15884,27477,534,28040,TANJUNGKARANG PUSAT
187107,Telukbetung Selatan,1871,Kota Bandar Lampung,18,Lampung,11510,10599,21981,476,22730,TELUKBETUNG SELATAN
187108,Telukbetung Barat,1871,Kota Bandar Lampung,18,Lampung,9105,9663,18772,422,19248,TELUKBETUNG BARAT
187109,Telukbetung Utara,1871,Kota Bandar Lampung,18,Lampung,13460,13955,27159,803,28711,TELUKBETUNG UTARA
187110,Rajabasa,1871,Kota Bandar Lampung,18,Lampung,9396,15995,25409,357,25107,RAJABASA
187111,Tanjung Senang,1871,Kota Bandar Lampung,18,Lampung,13355,15904,29259,548,28979,TANJUNG SENANG
187112,Sukabumi,1871,Kota Bandar Lampung,18,Lampung,16208,18374,34093,853,35148,SUKABUMI
187113,Kemiling,1871,Kota Bandar Lampung,18,Lampung,16659,25163,41681,571,42002,KEMILING
187114,Labuhan Ratu,1871,Kota Bandar Lampung,18,Lampung,9635,14912,24389,475,24877,LABUHAN RATU
187115,Way Halim,1871,Kota Bandar Lampung,18,Lampung,18176,17308,35144,670,35795,WAY HALIM
187116,Langkapura,1871,Kota Bandar Lampung,18,Lampung,7326,13897,21439,339,21544,LANGKAPURA
187117,Enggal,1871,Kota Bandar Lampung,18,Lampung,6146,7616,13661,154,13958,ENGGAL
187118,Kedamaian,1871,Kota Bandar Lampung,18,Lampung,13797,14285,27904,595,27534,KEDAMAIAN
187119,Telukbetung Timur,1871,Kota Bandar Lampung,18,Lampung,12566,12103,24669,800,25317,TELUKBETUNG TIMUR
187120,Bumi Waras,1871,Kota Bandar Lampung,18,Lampung,19970,10687,30468,944,31501,BUMI WARAS
187201,Metro Pusat,1872,Kota Metro,18,Lampung,14647,16578,31229,534,31624,METRO PUSAT
187202,Metro Utara,1872,Kota Metro,18,Lampung,10322,7360,17699,392,17874,METRO UTARA
187203,Metro Barat,1872,Kota Metro,18,Lampung,9184,7514,16698,328,17065,METRO BARAT
187204,Metro Timur,1872,Kota Metro,18,Lampung,11733,10902,23017,380,23148,METRO TIMUR
187205,Metro Selatan,1872,Kota Metro,18,Lampung,5982,4585,10522,260,10831,METRO SELATAN
190101,Sungailiat,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,30599,18307,48886,971,49309,SUNGAILIAT
190102,Belinyu,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,20358,5350,25708,601,26304,BELINYU
190103,Merawang,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,8255,8591,16354,944,17297,MERAWANG
190104,Mendo Barat,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,9833,16355,26188,1061,27292,MENDO BARAT
190105,Pemali,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,9368,7776,17141,375,17604,PEMALI
190106,Bakam,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,4845,5931,10776,234,11010,BAKAM
190107,Riau Silip,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,9824,5326,15050,377,15427,RIAU SILIP
190108,Puding Besar,1901,Kabupaten Bangka,19,Kepulauan Bangka Belitung,3881,7541,11421,257,11678,PUDING BESAR
190201,Tanjungpandan,1902,Kabupaten Belitung,19,Kepulauan Bangka Belitung,38753,18486,57050,1728,58870,TANJUNG PANDAN
190202,Membalong,1902,Kabupaten Belitung,19,Kepulauan Bangka Belitung,13820,2915,16735,513,17248,MEMBALONG
190203,Selat Nasik,1902,Kabupaten Belitung,19,Kepulauan Bangka Belitung,2887,877,3764,122,3886,SELAT NASIK
190204,Sijuk,1902,Kabupaten Belitung,19,Kepulauan Bangka Belitung,14690,3963,18429,698,19429,SIJUK
190205,Badau,1902,Kabupaten Belitung,19,Kepulauan Bangka Belitung,7489,1970,9459,375,9834,BADAU
190301,Toboali,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,26840,13965,40816,1443,42328,TOBOALI
190302,Lepar,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,2813,1812,4625,226,4851,LEPAR PONGOK
190303,Airgegas,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,13552,9365,22492,1628,23897,AIR GEGAS
190304,Simpang Rimba,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,8492,4236,12728,570,13334,SIMPANG RIMBA
190305,Payung,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,6098,5916,11835,647,12482,PAYUNG
190306,Tukak Sadai,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,4663,2105,6762,236,6998,TUKAK SADAI
190307,Pulau Besar,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,4033,1540,5573,166,5739,PULAU BESAR
190308,Kepulauan Pongok,1903,Kabupaten Bangka Selatan,19,Kepulauan Bangka Belitung,2040,410,2450,69,2519,KEPULAUAN PONGOK
190401,Koba,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,12638,9301,21680,988,22665,KOBA
190402,Pangkalan Baru,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,15286,7195,22225,783,23104,PANGKALAN BARU
190403,Sungai Selan,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,12792,6141,18856,1161,19856,SUNGAI SELAN
190404,Simpang Katis,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,6470,7496,13865,921,14896,SIMPANG KATIS
190405,Namang,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,4580,4586,9166,532,9667,NAMANG
190406,Lubuk Besar,1904,Kabupaten Bangka Tengah,19,Kepulauan Bangka Belitung,11553,4447,15955,401,16471,LUBUK BESAR
190501,Mentok,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,16543,10555,27097,579,27748,MUNTOK
190502,Simpang Teritip,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,10329,5866,16186,454,16648,SIMPANG TERITIP
190503,Jebus,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,7752,4612,12364,457,12821,JEBUS
190504,Kelapa,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,12937,7298,20235,531,20766,KELAPA
190505,Tempilang,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,10525,5623,16157,367,16258,TEMPILANG
190506,Parittiga,1905,Kabupaten Bangka Barat,19,Kepulauan Bangka Belitung,13451,4049,17500,383,17912,PARITTIGA
190601,Manggar,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,16835,4978,21676,589,22373,MANGGAR
190602,Gantung,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,12488,2704,15188,330,15519,GANTUNG
190603,Dendang,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,4908,1576,6484,474,6737,DENDANG
190604,Kelapa Kampit,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,8249,3332,11581,322,11713,KELAPA KAMPIT
190605,Damar,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,6268,1378,7666,193,7838,DAMAR
190606,Simpang Renggiang,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,3713,978,4691,159,4850,SIMPANG RENGGIANG
190607,Simpang Pesak,1906,Kabupaten Belitung Timur,19,Kepulauan Bangka Belitung,4001,1008,5009,126,5135,SIMPANG PESAK
197101,Bukit Intan,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,12646,7244,19699,661,20284,BUKITINTAN
197102,Taman Sari,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,5665,6282,11947,248,12199,TAMAN SARI
197103,Pangkal Balam,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,7521,4681,12202,299,12533,PANGKAL BALAM
197104,Rangkui,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,11121,9176,20366,501,20841,RANGKUI
197105,Gerunggang,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,8243,13146,21389,392,22014,GERUNGGANG
197106,Gabek,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,8709,8027,16181,566,17062,GABEK
197107,Girimaya,1971,Kota Pangkal Pinang,19,Kepulauan Bangka Belitung,7144,3681,10597,479,11124,GIRIMAYA
210104,Gunung Kijang,2101,Kabupaten Bintan,21,Kepulauan Riau,5374,3119,8493,179,8437,GUNUNG KIJANG
210106,Bintan Timur,2101,Kabupaten Bintan,21,Kepulauan Riau,13188,11482,24659,431,25114,BINTAN TIMUR
210107,Bintan Utara,2101,Kabupaten Bintan,21,Kepulauan Riau,6311,5717,11928,181,12225,BINTAN UTARA
210108,Teluk Bintan,2101,Kabupaten Bintan,21,Kepulauan Riau,3687,3058,6745,183,6655,TELUK BINTAN
210109,Tambelan,2101,Kabupaten Bintan,21,Kepulauan Riau,1928,907,2835,43,2878,TAMBELAN
210110,Teluk Sebong,2101,Kabupaten Bintan,21,Kepulauan Riau,6086,3581,9667,154,9569,TELOK SEBONG
210112,Toapaya,2101,Kabupaten Bintan,21,Kepulauan Riau,4385,2817,7202,140,7382,TOAPAYA
210113,Mantang,2101,Kabupaten Bintan,21,Kepulauan Riau,1453,1199,2649,101,2750,MANTANG
210114,Bintan Pesisir,2101,Kabupaten Bintan,21,Kepulauan Riau,2927,921,3848,80,3928,BINTAN PESISIR
210115,Seri Kuala Lobam,2101,Kabupaten Bintan,21,Kepulauan Riau,5083,4171,9254,157,9332,SERI KUALA LOBAM
210201,Moro,2102,Kabupaten Karimun,21,Kepulauan Riau,5761,4854,10113,696,10567,MORO
210202,Kundur,2102,Kabupaten Karimun,21,Kepulauan Riau,9531,6551,16079,408,16490,KUNDUR
210203,Karimun,2102,Kabupaten Karimun,21,Kepulauan Riau,11861,12970,24392,601,24870,KARIMUN
210204,Meral,2102,Kabupaten Karimun,21,Kepulauan Riau,12056,10398,22048,866,22788,MERAL
210205,Tebing,2102,Kabupaten Karimun,21,Kepulauan Riau,7056,7332,14210,368,14608,TEBING
210206,Buru,2102,Kabupaten Karimun,21,Kepulauan Riau,2952,2949,5712,424,6018,BURU
210207,Kundur Utara,2102,Kabupaten Karimun,21,Kepulauan Riau,3857,2830,6687,171,7039,KUNDUR UTARA
210208,Kundur Barat,2102,Kabupaten Karimun,21,Kepulauan Riau,6903,3549,10327,304,10764,KUNDUR BARAT
210209,Durai,2102,Kabupaten Karimun,21,Kepulauan Riau,1971,1568,3539,78,3617,DURAI
210210,Meral Barat,2102,Kabupaten Karimun,21,Kepulauan Riau,3957,3994,7951,141,7854,MERAL BARAT
210211,Ungar,2102,Kabupaten Karimun,21,Kepulauan Riau,2020,1255,3275,84,3151,UNGAR
210212,Belat,2102,Kabupaten Karimun,21,Kepulauan Riau,2408,1365,3773,161,3934,BELAT
210304,Midai,2103,Kabupaten Natuna,21,Kepulauan Riau,1023,932,1955,62,2013,MIDAI
210305,Bunguran Barat,2103,Kabupaten Natuna,21,Kepulauan Riau,2881,1506,4387,94,4481,BUNGURAN BARAT
210306,Serasan,2103,Kabupaten Natuna,21,Kepulauan Riau,1637,1314,2951,120,3071,SERASAN
210307,Bunguran Timur,2103,Kabupaten Natuna,21,Kepulauan Riau,7941,5551,13492,289,13783,BUNGURAN TIMUR
210308,Bunguran Utara,2103,Kabupaten Natuna,21,Kepulauan Riau,1732,896,2633,118,2645,BUNGURAN UTARA
210309,Subi,2103,Kabupaten Natuna,21,Kepulauan Riau,1110,624,1734,65,1799,SUBI
210310,Pulau Laut,2103,Kabupaten Natuna,21,Kepulauan Riau,1057,281,1338,42,1380,PULAU LAUT
210311,Pulau Tiga,2103,Kabupaten Natuna,21,Kepulauan Riau,1513,560,2073,54,2127,PULAU TIGA
210315,Bunguran Timur Laut,2103,Kabupaten Natuna,21,Kepulauan Riau,2019,1086,3105,157,3277,BUNGURAN TIMUR LAUT
210316,Bunguran Tengah,2103,Kabupaten Natuna,21,Kepulauan Riau,1602,542,2174,63,2207,BUNGURAN TENGAH
210318,Bunguran Selatan,2103,Kabupaten Natuna,21,Kepulauan Riau,1355,493,1848,61,1913,BUNGURAN SELATAN
210319,Serasan Timur,2103,Kabupaten Natuna,21,Kepulauan Riau,1058,782,1840,164,2003,SERASAN TIMUR
210320,Bunguran Batubi,2103,Kabupaten Natuna,21,Kepulauan Riau,1725,558,2051,54,2340,BUNGURAN BATUBI
210321,Pulau Tiga Barat,2103,Kabupaten Natuna,21,Kepulauan Riau,815,410,1225,30,1255,PULAU TIGA BARAT
210322,Suak Midai,2103,Kabupaten Natuna,21,Kepulauan Riau,456,532,988,48,1036,SUAK MIDAI
210401,Singkep,2104,Kabupaten Lingga,21,Kepulauan Riau,6217,5777,12033,358,12637,SINGKEP
210402,Lingga,2104,Kabupaten Lingga,21,Kepulauan Riau,3865,2999,6864,238,7103,LINGGA
210403,Senayang,2104,Kabupaten Lingga,21,Kepulauan Riau,8390,3639,12028,462,12526,SENAYANG
210404,Singkep Barat,2104,Kabupaten Lingga,21,Kepulauan Riau,5270,2348,7620,325,7979,SINGKEP BARAT
210405,Lingga Utara,2104,Kabupaten Lingga,21,Kepulauan Riau,4108,2333,6441,193,6675,LINGGA UTARA
210406,Singkep Pesisir,2104,Kabupaten Lingga,21,Kepulauan Riau,1629,1081,2710,114,2824,SINGKEP PESISIR
210407,Lingga Timur,2104,Kabupaten Lingga,21,Kepulauan Riau,1543,767,2310,87,2397,LINGGA TIMUR
210408,Selayar,2104,Kabupaten Lingga,21,Kepulauan Riau,1232,774,2006,64,2074,SELAYAR
210409,Singkep Selatan,2104,Kabupaten Lingga,21,Kepulauan Riau,722,654,1376,36,1412,SINGKEP SELATAN
210410,Kepulauan Posek,2104,Kabupaten Lingga,21,Kepulauan Riau,1263,391,1654,115,1759,KEPULAUAN POSEK
210501,Siantan,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,4059,2646,6700,122,6821,SIANTAN
210502,Palmatak,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,4959,2452,7481,238,7652,PALMATAK
210503,Siantan Timur,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,1959,517,2476,98,2560,SIANTAN TIMUR
210504,Siantan Selatan,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,1526,637,2163,43,2206,SIANTAN SELATAN
210505,Jemaja Timur,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,977,580,1557,42,1598,JEMAJA TIMUR
210506,Jemaja,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,2373,1622,3995,88,4083,JEMAJA
210507,Siantan Tengah,2105,Kabupaten Kepulauan Anambas,21,Kepulauan Riau,1499,543,2042,67,2109,SIANTAN TENGAH
217101,Belakang Padang,2171,Kota Batam,21,Kepulauan Riau,6892,4661,11243,136,11336,BELAKANG PADANG
217102,Batu Ampar,2171,Kota Batam,21,Kepulauan Riau,14190,15433,29712,345,30284,BATU AMPAR
217103,Sekupang,2171,Kota Batam,21,Kepulauan Riau,29653,38601,67049,1030,67630,SEKUPANG
217104,Nongsa,2171,Kota Batam,21,Kepulauan Riau,16651,20541,36687,832,37751,NONGSA
217105,Bulang,2171,Kota Batam,21,Kepulauan Riau,3560,3059,6492,246,6552,BULANG
217106,Lubuk Baja,2171,Kota Batam,21,Kepulauan Riau,28296,14331,42392,708,42300,LUBUK BAJA
217107,Sei Beduk,2171,Kota Batam,21,Kepulauan Riau,23625,19299,42138,823,41691,SEI BEDUK
217108,Galang,2171,Kota Batam,21,Kepulauan Riau,5743,3996,10087,188,10207,GALANG
217109,Bengkong,2171,Kota Batam,21,Kepulauan Riau,26432,29382,54826,687,55960,BENGKONG
217110,Batam Kota,2171,Kota Batam,21,Kepulauan Riau,48289,39146,86805,817,85312,BATAM KOTA
217111,Sagulung,2171,Kota Batam,21,Kepulauan Riau,48403,47913,95820,1435,94829,SAGULUNG
217112,Batu Aji,2171,Kota Batam,21,Kepulauan Riau,31546,29117,60802,605,61396,BATU AJI
217201,Tanjung Pinang Barat,2172,Kota Tanjung Pinang,21,Kepulauan Riau,15149,10901,25876,603,26910,TANJUNG PINANG BARAT
217202,Tanjung Pinang Timur,2172,Kota Tanjung Pinang,21,Kepulauan Riau,23436,24640,47404,940,48373,TANJUNG PINANG TIMUR
217203,Tanjung Pinang Kota,2172,Kota Tanjung Pinang,21,Kepulauan Riau,7369,3921,11292,167,11349,TANJUNG PINANG KOTA
217204,Bukit Bestari,2172,Kota Tanjung Pinang,21,Kepulauan Riau,16869,13602,30283,598,30118,BUKIT BESTARI
310101,Kepulauan Seribu Utara,3101,Kabupaten Administrasi Kepulauan Seribu,31,Daerah Khusus Ibukota Jakarta,5648,4787,10428,251,10659,KEPULAUAN SERIBU UTARA
310102,Kepulauan Seribu Selatan,3101,Kabupaten Administrasi Kepulauan Seribu,31,Daerah Khusus Ibukota Jakarta,3178,3494,6672,164,6839,KEPULAUAN SERIBU SELATAN
317101,Gambir,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,33122,24338,56900,977,57881,GAMBIR
317102,Sawah Besar,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,50674,24357,75022,1241,76191,SAWAH BESAR
317103,Kemayoran,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,76388,70251,146258,2294,148362,KEMAYORAN
317104,Senen,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,36226,36679,72540,1261,73890,SENEN
317105,Cempaka Putih,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,29016,31467,60023,1309,61234,CEMPAKA PUTIH
317106,Menteng,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,25213,29168,53925,986,55106,MENTENG
317107,Tanah Abang,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,43503,56458,99258,1997,100842,TANAH ABANG
317108,Johar Baru,3171,Kota Administrasi Jakarta Pusat,31,Daerah Khusus Ibukota Jakarta,38868,42446,80195,2401,82723,JOHAR BARU
317201,Penjaringan,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,122553,53010,175010,3162,175075,PENJARINGAN
317202,Tanjung Priok,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,134485,95707,229037,3467,231846,TANJUNG PRIOK
317203,Koja,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,87685,93336,179532,3381,181074,KOJA
317204,Cilincing,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,104688,117701,220539,5276,223577,CILINCING
317205,Pademangan,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,58760,33625,90879,1837,93458,PADEMANGAN
317206,Kelapa Gading,3172,Kota Administrasi Jakarta Utara,31,Daerah Khusus Ibukota Jakarta,63533,23047,86100,1382,87356,KELAPA GADING
317301,Cengkareng,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,188557,123536,311316,4515,317029,CENGKARENG
317302,Grogol Petamburan,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,99582,42513,140567,2628,142275,GROGOL PETAMBURAN
317303,Taman Sari,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,48829,26801,75492,6458,76086,TAMAN SARI
317304,Tambora,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,95945,58952,153768,3486,157667,TAMBORA
317305,Kebon Jeruk,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,104899,104981,209081,2545,211834,KEBON JERUK
317306,Kalideres,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,138075,100941,238224,3556,242282,KALIDERES
317307,Pal Merah,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,61465,73611,134486,2542,136504,PALMERAH
317308,Kembangan,3173,Kota Administrasi Jakarta Barat,31,Daerah Khusus Ibukota Jakarta,92839,80003,171973,2080,173524,KEMBANGAN
317401,Tebet,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,62160,86492,148062,2447,149959,TEBET
317402,Setiabudi,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,35938,35865,70515,1805,72710,SETIABUDI
317403,Mampang Prapatan,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,40717,54038,94515,1445,95513,MAMPANG PRAPATAN
317404,Pasar Minggu,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,91656,100314,191025,3339,193557,PASAR MINGGU
317405,Kebayoran Lama,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,101649,92345,193539,2450,196542,KEBAYORAN LAMA
317406,Cilandak,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,74479,59080,132896,1986,135906,CILANDAK
317407,Kebayoran Baru,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,54663,41893,95582,1914,97899,KEBAYORAN BARU
317408,Pancoran,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,42561,62638,104310,1741,106603,PANCORAN
317409,Jagakarsa,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,91638,113758,204911,3234,207672,JAGAKARSA
317410,Pesanggrahan,3174,Kota Administrasi Jakarta Selatan,31,Daerah Khusus Ibukota Jakarta,75414,74890,149583,2163,151907,PESANGGRAHAN
317501,Matraman,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,52490,61322,113112,2169,115476,MATRAMAN
317502,Pulogadung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,93472,88239,181019,2524,182637,PULOGADUNG
317503,Jatinegara,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,88333,109969,197006,3865,200842,JATINEGARA
317504,Kramatjati,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,79099,101846,180439,2859,181829,KRAMATJATI
317505,Pasar Rebo,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,57223,71235,127979,1701,129793,PASAR REBO
317506,Cakung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,136754,172672,307822,5691,310932,CAKUNG
317507,Duren Sawit,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,122155,138096,259136,3302,262995,DUREN SAWIT
317508,Makasar,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,63303,63882,126876,1690,128768,MAKASAR
317509,Ciracas,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,87469,90300,177562,2461,179829,CIRACAS
317510,Cipayung,3175,Kota Administrasi Jakarta Timur,31,Daerah Khusus Ibukota Jakarta,75067,87768,162140,3127,164204,CIPAYUNG
320101,Cibinong,3201,Kabupaten Bogor,32,Jawa Barat,64387,128920,192930,2821,196048,CIBINONG
320102,Gunungputri,3201,Kabupaten Bogor,32,Jawa Barat,48335,108274,156711,2583,158034,GUNUNG PUTRI
320103,Citeureup,3201,Kabupaten Bogor,32,Jawa Barat,27901,86799,114040,3055,117988,CITEUREUP
320104,Sukaraja,3201,Kabupaten Bogor,32,Jawa Barat,28578,76930,104758,3046,107605,SUKARAJA
320105,Babakan Madang,3201,Kabupaten Bogor,32,Jawa Barat,10697,50284,60965,2042,63141,BABAKAN MADANG
320106,Jonggol,3201,Kabupaten Bogor,32,Jawa Barat,19265,59473,78416,2222,81139,JONGGOL
320107,Cileungsi,3201,Kabupaten Bogor,32,Jawa Barat,42723,100969,143186,2582,145173,CILEUNGSI
320108,Cariu,3201,Kabupaten Bogor,32,Jawa Barat,6404,26016,32442,720,33196,CARIU
320109,Sukamakmur,3201,Kabupaten Bogor,32,Jawa Barat,9249,36125,45366,2274,47785,SUKAMAKMUR
320110,Parung,3201,Kabupaten Bogor,32,Jawa Barat,24599,41990,66133,1806,67403,PARUNG
320111,Gunungsindur,3201,Kabupaten Bogor,32,Jawa Barat,26661,36458,63152,1417,65192,GUNUNG SINDUR
320112,Kemang,3201,Kabupaten Bogor,32,Jawa Barat,22164,36196,57913,1278,59254,KEMANG
320113,Bojonggede,3201,Kabupaten Bogor,32,Jawa Barat,46628,93202,139716,2395,141566,BOJONG GEDE
320114,Leuwiliang,3201,Kabupaten Bogor,32,Jawa Barat,18425,49870,68029,2305,70371,LEUWILIANG
320115,Ciampea,3201,Kabupaten Bogor,32,Jawa Barat,30796,61760,92441,2806,95351,CIAMPEA
320116,Cibungbulang,3201,Kabupaten Bogor,32,Jawa Barat,23012,55575,78412,2357,80941,CIBUNGBULANG
320117,Pamijahan,3201,Kabupaten Bogor,32,Jawa Barat,19287,64762,83903,2643,86582,PAMIJAHAN
320118,Rumpin,3201,Kabupaten Bogor,32,Jawa Barat,29799,47268,76838,3630,80153,RUMPIN
320119,Jasinga,3201,Kabupaten Bogor,32,Jawa Barat,18933,36951,55076,2414,57568,JASINGA
320120,Parungpanjang,3201,Kabupaten Bogor,32,Jawa Barat,25612,37456,62690,2607,65230,PARUNG PANJANG
320121,Nanggung,3201,Kabupaten Bogor,32,Jawa Barat,14086,38581,52644,2263,54481,NANGGUNG
320122,Cigudeg,3201,Kabupaten Bogor,32,Jawa Barat,22153,43864,65953,3050,68855,CIGUDEG
320123,Tenjo,3201,Kabupaten Bogor,32,Jawa Barat,14385,23720,37687,2022,39984,TENJO
