kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total,kp_kec_names
530513,Pureman,5305,Kabupaten Alor,53,Nusa Tenggara Timur,1762,52,1814,27,1841,PUREMAN
530514,Pantar Timur,5305,Kabupaten Alor,53,Nusa Tenggara Timur,4459,1820,6277,69,6345,PANTAR TIMUR
530515,Lembur,5305,Kabupaten Alor,53,Nusa Tenggara Timur,2265,214,2704,36,2744,LEMBUR
530516,Pantar Tengah,5305,Kabupaten Alor,53,Nusa Tenggara Timur,4885,850,5735,44,5779,PANTAR TENGAH
530517,Pantar Barat Laut,5305,Kabupaten Alor,53,Nusa Tenggara Timur,1602,1120,2720,18,2740,PANTAR BARAT LAUT
530601,Wulanggitang,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,7009,262,7271,103,7374,WULANGGITANG
530602,Titehena,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,6002,428,6430,110,6540,TITEHENA
530603,Larantuka,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,17509,3442,20951,134,21080,LARANTUKA
530604,Ile Mandiri,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,5529,295,5824,111,5935,ILE MANDIRI
530605,Tanjung Bunga,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,6639,245,6884,107,6990,TANJUNG BUNGA
530606,Solor Barat,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,4941,229,5170,141,5311,SOLOR BARAT
530607,Solor Timur,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,2919,3967,6886,217,7104,SOLOR TIMUR
530608,Adonara Barat,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,5749,1019,6601,271,6872,ADONARA BARAT
530609,Wotan Ulumando,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,3892,505,4397,78,4475,WOTAN ULUMANDO
530610,Adonara Timur,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,8016,5565,13581,463,13986,ADONARA TIMUR
530611,Kelubagolit,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,5488,900,6388,152,6540,KELUBAGOLIT
530612,Witihama,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,7397,672,8069,311,8380,WITIHAMA
530613,Ile Boleng,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,6925,838,7763,210,7972,ILE BOLENG
530614,Demon Pagong,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,2722,87,2809,42,2851,DEMON PAGONG
530615,Lewolema,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,4524,252,4776,118,4894,LEWOLEMA
530616,Ile Bura,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,3368,99,3467,54,3521,ILE BURA
530617,Adonara,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,3512,1663,5174,440,5482,ADONARA
530618,Adonara Tengah,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,4885,941,5826,190,6016,ADONARA TENGAH
530619,Solor Selatan,5306,Kabupaten Flores Timur,53,Nusa Tenggara Timur,2753,128,2881,70,2951,SOLOR SELATAN
530701,Paga,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,7646,657,8302,68,8208,PAGA
530702,Mego,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,6208,312,6516,56,6572,MEGO
530703,Lela,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,6487,215,6702,40,6742,LELA
530704,Nita,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,12184,415,12599,90,12689,NITA
530705,Alok,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,13322,3103,16612,196,16819,ALOK
530706,Palue,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,5404,88,5492,19,5511,PALUE
530707,Nelle,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,3638,127,3765,47,3810,NELLE
530708,Talibura,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,10032,1612,11644,137,11781,TALIBURA
530709,Waigete,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,11532,666,11702,683,12382,WAIGETE
530710,Kewapante,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,6851,670,7521,77,7814,KEWAPANTE
530711,Bola,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,5623,475,6098,123,6245,BOLA
530712,Magepanda,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,6049,565,6614,88,6702,MAGEPANDA
530713,Waiblama,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,4089,231,4320,35,4151,WAIBLAMA
530714,Alok Barat,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,7496,2634,10137,175,10309,ALOK BARAT
530715,Alok Timur,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,13484,3591,17065,131,17261,ALOK TIMUR
530716,Koting,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,3843,150,3993,44,4037,KOTING
530717,Tana Wawo,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,4593,147,4740,35,4684,TANA WAWO
530718,Hewokloang,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,4753,249,5002,51,5052,HEWOKLOANG
530719,Kangae,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,9386,728,10114,71,10185,KANGAE
530720,Doreng,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,5722,253,6172,55,6256,DORENG
530721,Mapitara,5307,Kabupaten Sikka,53,Nusa Tenggara Timur,3521,200,3714,24,3745,MAPITARA
530801,Nangapanda,5308,Kabupaten Ende,53,Nusa Tenggara Timur,9029,3348,12407,90,12467,NANGAPANDA
530802,Pulau Ende,5308,Kabupaten Ende,53,Nusa Tenggara Timur,1382,3265,4647,55,4703,PULAU ENDE
530803,Ende,5308,Kabupaten Ende,53,Nusa Tenggara Timur,9385,332,9423,32,9741,ENDE
530804,Ende Selatan,5308,Kabupaten Ende,53,Nusa Tenggara Timur,5099,8425,13524,144,13921,ENDE SELATAN
530805,Ndona,5308,Kabupaten Ende,53,Nusa Tenggara Timur,6589,979,7576,41,7627,NDONA
530806,Detusoko,5308,Kabupaten Ende,53,Nusa Tenggara Timur,7674,192,7866,44,7910,DETUSOKO
530807,Wewaria,5308,Kabupaten Ende,53,Nusa Tenggara Timur,8948,571,9560,45,9615,WEWARIA
530808,Wolowaru,5308,Kabupaten Ende,53,Nusa Tenggara Timur,6277,2857,9134,46,9026,WOLOWARU
530809,Wolojita,5308,Kabupaten Ende,53,Nusa Tenggara Timur,3306,280,3586,27,3511,WOLOJITA
530810,Maurole,5308,Kabupaten Ende,53,Nusa Tenggara Timur,5491,694,6189,52,6241,MAUROLE
530811,Maukaro,5308,Kabupaten Ende,53,Nusa Tenggara Timur,3903,338,4241,24,4265,MAUKARO
530812,Lio Timur,5308,Kabupaten Ende,53,Nusa Tenggara Timur,3463,323,3786,54,3840,LIO TIMUR
530813,Kota Baru,5308,Kabupaten Ende,53,Nusa Tenggara Timur,5327,273,5595,45,5640,KOTA BARU
530814,Kelimutu,5308,Kabupaten Ende,53,Nusa Tenggara Timur,3649,152,3801,36,3837,KELIMUTU
530815,Detukeli,5308,Kabupaten Ende,53,Nusa Tenggara Timur,3476,132,3609,19,3405,DETUKELI
530816,Ndona Timur,5308,Kabupaten Ende,53,Nusa Tenggara Timur,2710,124,2551,27,2861,NDONA TIMUR
530817,Ndori,5308,Kabupaten Ende,53,Nusa Tenggara Timur,1622,1289,2911,43,2952,NDORI
530818,Ende Utara,5308,Kabupaten Ende,53,Nusa Tenggara Timur,5705,4071,9776,82,9858,ENDE UTARA
530819,Ende Tengah,5308,Kabupaten Ende,53,Nusa Tenggara Timur,10611,2346,12854,67,13014,ENDE TENGAH
530820,Ende Timur,5308,Kabupaten Ende,53,Nusa Tenggara Timur,7748,2180,9558,227,9946,ENDE TIMUR
530821,Lepembusu Kelisoke,5308,Kabupaten Ende,53,Nusa Tenggara Timur,2873,79,2952,20,2972,LEPEMBUSU KELISOKE
530901,Aimere,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,4809,322,5131,39,5170,AIMERE
530902,Golewa,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,9233,339,9572,76,9648,GOLEWA
530906,Bajawa,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,18523,1672,19759,159,20150,BAJAWA
530907,Soa,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,7408,453,7864,97,7961,SOA
530909,Riung,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,5686,2408,8094,200,8358,RIUNG
530912,Jerebuu,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,3724,76,3800,11,3811,JEREBUU
530914,Riung Barat,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,4554,418,4972,112,5084,RIUNG BARAT
530915,Bajawa Utara,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,4790,460,5250,83,5333,BAJAWA UTARA
530916,Wolomeze,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,3125,288,3413,44,3457,WOLOMEZE
530918,Golewa Selatan,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,5515,509,6024,57,6081,GOLEWA SELATAN
530919,Golewa Barat,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,5374,202,5576,34,5550,GOLEWA BARAT
530920,Inerie,5309,Kabupaten Ngada,53,Nusa Tenggara Timur,3811,176,3987,38,4025,INERIE
531001,Wae Rii,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,14405,771,15177,444,15619,WAE RII
531003,Ruteng,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,20591,1224,22053,663,22481,RUTENG
531005,Satar Mese,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,16084,1334,17416,435,17903,SATAR MESE
531006,Cibal,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,12977,870,13847,405,14253,CIBAL
531011,Reok,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,7601,2688,10136,557,10444,REOK
531012,Langke Rembong,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,29945,2753,32700,318,33021,LANGKE REMBONG
531013,Satar Mese Barat,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,8514,1718,10231,252,10483,SATAR MESE BARAT
531014,Rahong Utara,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,10369,521,11087,481,11566,RAHONG UTARA
531015,Lelak,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,6045,483,6528,145,6674,LELAK
531016,Reok Barat,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,8203,446,8649,138,8788,REOK BARAT
531017,Cibal barat,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,7104,476,7436,345,7781,CIBAL BARAT
531018,Satar Mese Utara,5310,Kabupaten Manggarai,53,Nusa Tenggara Timur,6903,806,7709,269,7976,SATAR MESE UTARA
531101,Kota Waingapu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,13438,4409,17617,449,17741,KOTA WAINGAPU
531102,Haharu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3099,171,3124,40,3381,HAHARU
531103,Lewa,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,8080,476,8357,79,8616,LEWA
531104,Nggaha Ori Angu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,5316,174,5488,56,5544,NGGAHA ORI ANGU
531105,Tabundung,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,4825,245,5070,73,5143,TABUNDUNG
531106,Pinu Pahar,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3895,184,4079,26,3968,PINU PAHAR
531107,Pandawai,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,8717,391,8898,324,9219,PANDAWAI
531108,Umalulu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,8391,821,9212,105,9202,UMALULU
531109,Rindi,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,4567,702,5268,58,5326,RINDI
531110,Pahunga Lodu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,6847,493,7340,132,7472,PAHUNGA LODU
531111,Wulla Waijelu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3881,318,4199,30,4229,WULLA WAIJELU
531112,Paberiwai,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,2740,146,2886,56,2942,PABERIWAI
531113,Karera,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3975,283,4256,44,4300,KARERA
531114,Kahaungu Eti,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,4543,204,4747,54,4806,KAHAUNGU ETI
531115,Matawai La Pawu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3028,138,3166,45,3211,MATAWAI LA PAWU
531116,Kambera,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,16933,800,17341,544,18115,KAMBERA
531117,Kambata Mapambuhang,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,1895,79,1974,192,1989,KAMBATA MAPAMBUHANG
531118,Lewa Tidahu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,3417,99,3517,47,3564,LEWA TIDAHU
531119,Katala Hamu Lingu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,2132,95,2227,31,2258,KATALA HAMU LINGU
531120,Kanatang,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,4913,221,4923,251,5174,KANATANG
531121,Ngadu Ngala,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,2502,116,2618,42,2660,NGADU NGALA
531122,Mahu,5311,Kabupaten Sumba Timur,53,Nusa Tenggara Timur,2230,162,2392,27,2419,MAHU
531204,Tana Righu,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,8847,424,9127,437,9440,TANA RIGHU
531210,Loli,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,13484,1007,14379,711,15086,LOLI
531211,Wanokaka,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,8108,423,8382,220,8560,WANOKAKA
531212,Lamboya,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,8287,681,8968,305,9273,LAMBOYA
531215,Kota Waikabubak,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,11879,2164,14043,396,14438,KOTA WAIKABUBAK
531218,Laboya Barat,5312,Kabupaten Sumba Barat,53,Nusa Tenggara Timur,3567,352,3919,134,4053,LABOYA BARAT
531301,Naga Wutung,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,4995,398,5393,63,5456,NAGA WUTUNG
531302,Atadei,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,4217,192,4409,116,4525,ATADEI
531303,Ile Ape,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,5803,846,6649,196,6845,ILE APE
531304,Lebatukan,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,5018,239,5257,141,5398,LEBATUKAN
531305,Nubatukan,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,15888,2823,18711,198,18910,NUBATUKAN
531306,Omesuri,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,5579,3459,9038,281,9319,OMESURI
531307,Buyasuri,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,5851,4048,9909,386,10295,BUYASURI
531308,Wulandoni,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,3955,816,4771,117,4888,WULANDONI
531309,Ile Ape Timur,5313,Kabupaten Lembata,53,Nusa Tenggara Timur,2776,164,2940,93,3033,ILE APE TIMUR
531401,Rote Barat Daya,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,10599,432,10898,365,11263,ROTE BARAT DAYA
531402,Rote Barat Laut,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,11460,975,12435,752,12970,ROTE BARAT LAUT
531403,Lobalain,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,13294,1261,14555,285,14606,LOBALAIN
531404,Rote Tengah,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,4207,514,4729,164,4883,ROTE TENGAH
531405,Pantai Baru,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,7043,510,7547,212,7794,PANTAI BARU
531406,Rote Timur,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,5970,870,6940,294,7234,ROTE TIMUR
531407,Rote Barat,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,4360,206,4566,103,4669,ROTE BARAT
531408,Rote Selatan,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,2657,349,3006,41,3047,ROTE SELATAN
531409,Ndao Nuse,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,1825,83,1908,29,1937,NDAO NUSE
531410,Landu Leko,5314,Kabupaten Rote Ndao,53,Nusa Tenggara Timur,2522,125,2647,89,2736,LANDU LEKO
531501,Macang Pacar,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,7490,1284,8762,206,8959,MACANG PACAR
531502,Kuwus,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,7761,487,8248,83,8331,KUWUS
531503,Lembor,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,14868,2575,17443,258,17709,LEMBOR
531504,Sano Nggoang,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,6411,1437,7848,163,8015,SANO NGGOANG
531505,Komodo,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,16420,9515,25494,750,26264,KOMODO
531506,Boleng,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,7629,3132,10775,202,11089,BOLENG
531507,Welak,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,9968,1129,10970,344,11365,WELAK
531508,Ndoso,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,10681,565,11246,164,11408,NDOSO
531509,Lembor Selatan,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,9754,2323,12069,345,12612,LEMBOR SELATAN
531510,Mbeliling,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,6594,1002,7596,153,7749,MBELILING
531511,Pacar,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,8287,362,8649,204,8853,PACAR
531512,Kuwus Barat,5315,Kabupaten Manggarai Barat,53,Nusa Tenggara Timur,5854,173,5855,89,6123,KUWUS BARAT
531601,Aesesa,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,17828,3172,21183,170,21418,AESESA
531602,Nangaroro,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,9899,739,10638,122,10757,NANGARORO
531603,Boawae,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,19095,655,19762,208,19970,BOAWAE
531604,Mauponggo,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,11352,1163,12515,90,12605,MAUPONGGO
531605,Wolowae,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,2637,411,3048,19,3067,WOLOWAE
531606,Keo Tengah,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,7660,543,8064,47,8249,KEO TENGAH
531607,Aesesa Selatan,5316,Kabupaten Nagekeo,53,Nusa Tenggara Timur,3749,117,3856,44,3894,AESESA SELATAN
531701,Katiku Tana,5317,Kabupaten Sumba Tengah,53,Nusa Tenggara Timur,5393,434,5827,97,5922,KATIKU TANA
531702,Umbu Ratu Nggay Barat,5317,Kabupaten Sumba Tengah,53,Nusa Tenggara Timur,9268,613,9679,146,9890,UMBU RATU NGGAY BARAT
531703,Mamboro,5317,Kabupaten Sumba Tengah,53,Nusa Tenggara Timur,7232,1185,8417,192,8609,MAMBORO
531704,Umbu Ratu Nggay,5317,Kabupaten Sumba Tengah,53,Nusa Tenggara Timur,7052,433,7485,93,7578,UMBU RATU NGGAY
531705,Katiku Tana Selatan,5317,Kabupaten Sumba Tengah,53,Nusa Tenggara Timur,5950,450,6397,182,6623,KATIKU TANA SELATAN
531801,Loura,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,8611,426,9038,156,9264,LOURA
531802,Wewewa Utara,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,7087,134,7221,54,7391,WEWEWA UTARA
531803,Wewewa Timur,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,18843,382,19214,74,19061,WEWEWA TIMUR
531804,Wewewa Barat,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,22872,650,23429,603,23833,WEWEWA BARAT
531805,Wewewa Selatan,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,15687,471,16158,149,16206,WEWEWA SELATAN
531806,Kodi Bangedo,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,8415,655,8927,261,9329,KODI BANGEDO
531807,Kodi,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,14648,1276,15926,472,16237,KODI
531808,Kodi Utara,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,22176,1048,22999,721,23752,KODI UTARA
531809,Kota Tambolaka,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,14491,1375,15871,363,16365,KOTA TAMBOLAKA
531810,Wewewa Tengah,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,20633,455,20854,242,21523,WEWEWA TENGAH
531811,Kodi Balaghar,5318,Kabupaten Sumba Barat Daya,53,Nusa Tenggara Timur,10473,499,10972,337,11361,KODI BALAGHAR
531901,Borong,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,18375,2801,21176,371,21547,BORONG
531903,Lamba Leda,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,33338,2692,36034,731,36816,POCO RANAKA; LAMBA LEDA
531904,Sambi Rampas,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,10813,4844,15657,296,15953,SAMBI RAMPAS
531905,Elar,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,6931,1410,8341,215,8556,ELAR
531906,Kota Komba,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,25223,2043,27266,455,27732,KOTA KOMBA
531907,Rana Mese,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,14154,851,15005,308,15313,RANA MESE
531908,Lamba Leda Timur,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,13667,997,14664,314,14978,POCO RANAKA TIMUR
531909,Elar Selatan,5319,Kabupaten Manggarai Timur,53,Nusa Tenggara Timur,9717,612,10330,113,10443,ELAR SELATAN
532001,Sabu Barat,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,14655,623,15119,249,15447,SABU BARAT
532002,Sabu Tengah,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,3878,165,4043,94,4137,SABU TENGAH
532003,Sabu Timur,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,4145,177,4322,95,4416,SABU TIMUR
532004,Sabu Liae,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,4620,234,4854,87,4941,SABU LIAE
532005,Hawu Mehara,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,7742,524,8079,285,8450,HAWU MEHARA
532006,Raijua,5320,Kabupaten Sabu Raijua,53,Nusa Tenggara Timur,3961,222,4183,190,4373,RAIJUA
532101,Malaka Tengah,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,16830,2680,19336,640,19989,MALAKA TENGAH
532102,Malaka Barat,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,9990,895,10885,276,11158,MALAKA BARAT
532103,Wewiku,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,8007,727,8734,282,9016,WEWIKU
532104,Weliman,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,9305,549,9855,128,10052,WELIMAN
532105,Rinhat,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,6048,614,6662,226,6888,RINHAT
532106,Io Kufeu,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,3794,238,4032,187,4219,IO KUFEU
532107,Sasitamean,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,4007,210,4217,141,4358,SASITAMEAN
532108,Laenmanen,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,6077,385,6290,128,6597,LAEN MANEN
532109,Malaka Timur,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,4441,570,4911,136,5154,MALAKA TIMUR
532110,Kobalima Timur,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,2950,340,3290,67,3357,KOBALIMA TIMUR
532111,Kobalima,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,7141,1797,8864,274,9134,KOBALIMA
532112,Botin Leobele,5321,Kabupaten Malaka,53,Nusa Tenggara Timur,2182,277,2459,78,2537,BOTIN LEO BELE
537101,Alak,5371,Kota Kupang,53,Nusa Tenggara Timur,29520,5280,34360,757,34914,ALAK
537102,Maulafa,5371,Kota Kupang,53,Nusa Tenggara Timur,39697,3626,43062,691,43595,MAULAFA
537103,Kelapa Lima,5371,Kota Kupang,53,Nusa Tenggara Timur,28421,3258,31461,432,32345,KELAPA LIMA
537104,Oebobo,5371,Kota Kupang,53,Nusa Tenggara Timur,40528,4626,44682,296,45690,OEBOBO
537105,Kota Raja,5371,Kota Kupang,53,Nusa Tenggara Timur,24421,2482,26772,161,28532,KOTA RAJA
537106,Kota Lama,5371,Kota Kupang,53,Nusa Tenggara Timur,13110,3342,15898,277,16494,KOTA LAMA
610101,Sambas,6101,Kabupaten Sambas,61,Kalimantan Barat,13020,16309,29158,986,29915,SAMBAS
610102,Teluk Keramat,6101,Kabupaten Sambas,61,Kalimantan Barat,18784,17098,35782,1371,37213,TELUK KERAMAT
610103,Jawai,6101,Kabupaten Sambas,61,Kalimantan Barat,10172,10682,20854,609,21462,JAWAI
610104,Tebas,6101,Kabupaten Sambas,61,Kalimantan Barat,22754,15376,38128,949,39076,TEBAS
610105,Pemangkat,6101,Kabupaten Sambas,61,Kalimantan Barat,14725,10428,24916,593,25607,PEMANGKAT
610106,Sejangkung,6101,Kabupaten Sambas,61,Kalimantan Barat,7116,6067,13183,459,13642,SEJANGKUNG
610107,Selakau,6101,Kabupaten Sambas,61,Kalimantan Barat,10232,7711,17943,559,18503,SELAKAU
610108,Paloh,6101,Kabupaten Sambas,61,Kalimantan Barat,9207,5678,14884,275,15141,PALOH
610109,Sajingan Besar,6101,Kabupaten Sambas,61,Kalimantan Barat,5802,283,5903,76,6148,SAJINGAN BESAR
610110,Subah,6101,Kabupaten Sambas,61,Kalimantan Barat,9346,3377,12553,156,12875,SUBAH
610111,Galing,6101,Kabupaten Sambas,61,Kalimantan Barat,6359,7463,13819,458,14277,GALING
610112,Tekarang,6101,Kabupaten Sambas,61,Kalimantan Barat,3990,3942,7932,281,8213,TEKARANG
610113,Semparuk,6101,Kabupaten Sambas,61,Kalimantan Barat,7961,6917,14793,489,15367,SEMPARUK
610114,Sajad,6101,Kabupaten Sambas,61,Kalimantan Barat,3135,2795,5932,188,6118,SAJAD
610115,Sebawi,6101,Kabupaten Sambas,61,Kalimantan Barat,4700,4626,9326,212,9536,SEBAWI
610116,Jawai Selatan,6101,Kabupaten Sambas,61,Kalimantan Barat,5885,4037,9922,293,10214,JAWAI SELATAN
610117,Tangaran,6101,Kabupaten Sambas,61,Kalimantan Barat,6235,6021,12067,497,12562,TANGARAN
610118,Salatiga,6101,Kabupaten Sambas,61,Kalimantan Barat,5531,3356,8887,229,9123,SALATIGA
610119,Selakau Timur,6101,Kabupaten Sambas,61,Kalimantan Barat,2795,3217,6012,225,6237,SELAKAU TIMUR
