kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_anies,votes_prabowo,votes_ganjar,suara_sah,suara_tidak_sah,jumlah_tps,tps_dengan_data,tps_coverage_pct
170514,Ilir Talo,1705,Kabupaten Seluma,17,Bengkulu,1019,8221,915,9544,148,51,51,100.0
170601,Lubuk Pinang,1706,Kabupaten Mukomuko,17,Bengkulu,2201,5757,1120,8880,136,43,41,95.3
170602,Kota Mukomuko,1706,Kabupaten Mukomuko,17,Bengkulu,1743,4229,608,6484,89,58,36,62.1
170603,Teras Terunjam,1706,Kabupaten Mukomuko,17,Bengkulu,535,3137,656,3362,80,22,18,81.8
170604,Pondok Suguh,1706,Kabupaten Mukomuko,17,Bengkulu,1513,4290,519,4681,90,42,30,71.4
170605,Ipuh,1706,Kabupaten Mukomuko,17,Bengkulu,2900,7336,863,11199,182,60,58,96.7
170606,Malin Deman,1706,Kabupaten Mukomuko,17,Bengkulu,996,3199,354,4549,77,29,29,100.0
170607,Air Rami,1706,Kabupaten Mukomuko,17,Bengkulu,1921,5536,1144,8410,131,42,41,97.6
170608,Teramang Jaya,1706,Kabupaten Mukomuko,17,Bengkulu,1714,5206,859,7241,144,39,38,97.4
170609,Selagan Raya,1706,Kabupaten Mukomuko,17,Bengkulu,1171,5152,368,6765,354,33,33,100.0
170610,Penarik,1706,Kabupaten Mukomuko,17,Bengkulu,1978,8848,3154,13718,441,71,64,90.1
170611,XIV Koto,1706,Kabupaten Mukomuko,17,Bengkulu,1211,5731,1285,7333,112,39,36,92.3
170612,V Koto,1706,Kabupaten Mukomuko,17,Bengkulu,1103,3521,419,4974,157,26,26,100.0
170613,Air Manjunto,1706,Kabupaten Mukomuko,17,Bengkulu,1157,4606,1924,7699,123,33,33,100.0
170614,Air Dikit,1706,Kabupaten Mukomuko,17,Bengkulu,603,2960,484,3777,56,21,19,90.5
170615,Sungai Rumbai,1706,Kabupaten Mukomuko,17,Bengkulu,986,3826,1013,5824,83,27,25,92.6
170701,Lebong Utara,1707,Kabupaten Lebong,17,Bengkulu,1624,6886,1051,8328,262,50,45,90.0
170702,Lebong Atas,1707,Kabupaten Lebong,17,Bengkulu,1014,2733,391,2892,150,19,18,94.7
170703,Lebong Tengah,1707,Kabupaten Lebong,17,Bengkulu,715,5762,494,5998,302,36,35,97.2
170704,Lebong Selatan,1707,Kabupaten Lebong,17,Bengkulu,1127,6945,1370,8281,281,49,47,95.9
170705,Rimbo Pengadang,1707,Kabupaten Lebong,17,Bengkulu,343,2346,421,3110,131,17,17,100.0
170706,Topos,1707,Kabupaten Lebong,17,Bengkulu,700,3498,390,4588,127,21,21,100.0
170707,Bingin Kuning,1707,Kabupaten Lebong,17,Bengkulu,538,3833,672,4391,170,33,25,75.8
170708,Lebong Sakti,1707,Kabupaten Lebong,17,Bengkulu,848,4568,597,5571,168,29,28,96.6
170709,Tubei,1707,Kabupaten Lebong,17,Bengkulu,387,2663,309,3359,176,26,17,65.4
170710,Amen,1707,Kabupaten Lebong,17,Bengkulu,789,4220,547,5556,151,29,28,96.6
170711,Uram Jaya,1707,Kabupaten Lebong,17,Bengkulu,284,2172,188,2644,105,20,14,70.0
170712,Pinang Belapis,1707,Kabupaten Lebong,17,Bengkulu,308,1954,292,2404,107,20,13,65.0
170801,Bermani Ilir,1708,Kabupaten Kepahiang,17,Bengkulu,761,6779,1018,6580,170,60,56,93.3
170802,Ujan Mas,1708,Kabupaten Kepahiang,17,Bengkulu,1316,7980,1144,8257,317,82,58,70.7
170803,Tebat Karai,1708,Kabupaten Kepahiang,17,Bengkulu,959,5761,513,6328,175,53,40,75.5
170804,Kepahiang,1708,Kabupaten Kepahiang,17,Bengkulu,3626,13953,1420,7742,194,160,101,63.1
170805,Merigi,1708,Kabupaten Kepahiang,17,Bengkulu,811,3373,412,4596,124,37,23,62.2
170806,Kebawetan,1708,Kabupaten Kepahiang,17,Bengkulu,633,5396,1807,6325,183,45,40,88.9
170807,Seberang Musi,1708,Kabupaten Kepahiang,17,Bengkulu,382,3797,513,4134,106,30,25,83.3
170808,Muara Kemumu,1708,Kabupaten Kepahiang,17,Bengkulu,271,4237,301,2007,74,59,36,61.0
170901,Karang Tinggi,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,1418,6974,428,8486,170,40,40,100.0
170902,Talang Empat,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,1521,6266,1634,7321,163,37,37,100.0
170903,Pondok Kelapa,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,2860,15037,2642,18870,410,95,95,100.0
170904,Pematang Tiga,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,299,4586,282,5102,102,25,25,100.0
170905,Pagar Jati,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,632,3897,309,4834,120,26,26,100.0
170906,Taba Penanjung,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,991,6182,471,7423,234,37,37,100.0
170907,Merigi Kelindang,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,645,3880,394,4713,126,27,27,100.0
170908,Merigi Sakti,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,467,3382,310,4020,142,23,22,95.7
170909,Pondok Kubang,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,1202,4808,886,6937,136,33,33,100.0
170910,Bang Haji,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,424,3816,438,4682,124,22,22,100.0
170911,Semidang Lagan,1709,Kabupaten Bengkulu Tengah,17,Bengkulu,1351,3012,476,3790,84,22,22,100.0
177101,Selebar,1771,Kota Bengkulu,17,Bengkulu,12572,30406,3647,19589,438,208,203,97.6
177102,Gading Cempaka,1771,Kota Bengkulu,17,Bengkulu,8204,12526,2059,16788,204,102,99,97.1
177103,Teluk Segara,1771,Kota Bengkulu,17,Bengkulu,4588,8730,1315,12056,191,64,64,100.0
177104,Muara Bangka Hulu,1771,Kota Bengkulu,17,Bengkulu,10113,18746,3091,22119,472,134,132,98.5
177105,Kampung Melayu,1771,Kota Bengkulu,17,Bengkulu,5652,17319,2077,21643,455,116,105,90.5
177106,Ratu Agung,1771,Kota Bengkulu,17,Bengkulu,9272,17454,2444,15968,214,132,128,97.0
177107,Ratu Samban,1771,Kota Bengkulu,17,Bengkulu,5428,6814,1008,9182,149,59,58,98.3
177108,Sungai Serut,1771,Kota Bengkulu,17,Bengkulu,4413,8962,1148,13601,220,66,65,98.5
177109,Singaran Pati,1771,Kota Bengkulu,17,Bengkulu,6697,14055,1744,14599,214,104,96,92.3
180104,Natar,1801,Kabupaten Lampung Selatan,18,Lampung,9923,47482,8029,44287,915,549,313,57.0
180105,Tanjung Bintang,1801,Kabupaten Lampung Selatan,18,Lampung,4784,26427,6182,33297,634,226,165,73.0
180106,Kalianda,1801,Kabupaten Lampung Selatan,18,Lampung,11282,31496,4773,45208,1159,267,234,87.6
180107,Sidomulyo,1801,Kabupaten Lampung Selatan,18,Lampung,5720,24165,4970,33697,912,187,175,93.6
180108,Katibung,1801,Kabupaten Lampung Selatan,18,Lampung,5155,23310,4623,29014,729,201,171,85.1
180109,Penengahan,1801,Kabupaten Lampung Selatan,18,Lampung,4506,16623,2482,21245,531,124,121,97.6
180110,Palas,1801,Kabupaten Lampung Selatan,18,Lampung,3465,20014,6270,22145,429,171,149,87.1
180113,Jati Agung,1801,Kabupaten Lampung Selatan,18,Lampung,5932,34086,7976,24150,404,354,227,64.1
180114,Ketapang,1801,Kabupaten Lampung Selatan,18,Lampung,2242,14297,5522,12951,239,158,117,74.1
180115,Sragi,1801,Kabupaten Lampung Selatan,18,Lampung,2076,13041,3705,15468,336,107,102,95.3
180116,Raja Basa,1801,Kabupaten Lampung Selatan,18,Lampung,2645,8347,1728,12680,385,74,68,91.9
180117,Candipuro,1801,Kabupaten Lampung Selatan,18,Lampung,2012,10717,2592,9677,208,164,77,47.0
180118,Merbau Mataram,1801,Kabupaten Lampung Selatan,18,Lampung,2599,12050,2790,14122,347,159,83,52.2
180121,Bakauheni,1801,Kabupaten Lampung Selatan,18,Lampung,1993,8806,1730,11200,316,72,70,97.2
180122,Tanjung Sari,1801,Kabupaten Lampung Selatan,18,Lampung,1174,9525,3285,13989,310,92,66,71.7
180123,Way Sulan,1801,Kabupaten Lampung Selatan,18,Lampung,2508,7915,1184,10376,288,69,60,87.0
180124,Way Panji,1801,Kabupaten Lampung Selatan,18,Lampung,744,6226,2765,8639,240,55,51,92.7
180201,Kalirejo,1802,Kabupaten Lampung Tengah,18,Lampung,6788,26686,6424,36712,760,220,212,96.4
180202,Bangun Rejo,1802,Kabupaten Lampung Tengah,18,Lampung,4276,25777,5835,31751,627,194,189,97.4
180203,Padang Ratu,1802,Kabupaten Lampung Tengah,18,Lampung,2021,12834,3418,15775,229,165,99,60.0
180204,Gunung Sugih,1802,Kabupaten Lampung Tengah,18,Lampung,4375,32195,4441,34228,654,211,197,93.4
180205,Trimurjo,1802,Kabupaten Lampung Tengah,18,Lampung,3936,22577,4473,27764,445,168,154,91.7
180206,Punggur,1802,Kabupaten Lampung Tengah,18,Lampung,3104,17813,3530,21242,351,125,123,98.4
180207,Terbanggi Besar,1802,Kabupaten Lampung Tengah,18,Lampung,9133,36824,7510,47221,724,354,270,76.3
180208,Seputih Raman,1802,Kabupaten Lampung Tengah,18,Lampung,1710,20406,5009,18977,335,157,137,87.3
180209,Rumbia,1802,Kabupaten Lampung Tengah,18,Lampung,986,14604,3922,18564,271,119,97,81.5
180210,Seputih Banyak,1802,Kabupaten Lampung Tengah,18,Lampung,2342,20453,5331,24343,385,154,144,93.5
180211,Seputih Mataram,1802,Kabupaten Lampung Tengah,18,Lampung,2368,22670,6206,26276,482,165,156,94.5
180212,Seputih Surabaya,1802,Kabupaten Lampung Tengah,18,Lampung,1891,20593,5144,25519,632,153,148,96.7
180213,Terusan Nunyai,1802,Kabupaten Lampung Tengah,18,Lampung,3854,19321,2324,19074,409,146,132,90.4
180214,Bumi Ratu Nuban,1802,Kabupaten Lampung Tengah,18,Lampung,1767,11352,2444,12696,220,99,79,79.8
180215,Bekri,1802,Kabupaten Lampung Tengah,18,Lampung,1417,12207,2597,12974,175,90,88,97.8
180216,Seputih Agung,1802,Kabupaten Lampung Tengah,18,Lampung,2813,25221,4584,29686,516,168,164,97.6
180217,Way Pengubuan,1802,Kabupaten Lampung Tengah,18,Lampung,3837,19120,2706,21937,309,128,123,96.1
180218,Bandar Mataram,1802,Kabupaten Lampung Tengah,18,Lampung,3777,30549,7116,34070,607,224,204,91.1
180219,Pubian,1802,Kabupaten Lampung Tengah,18,Lampung,2782,17468,4865,17122,254,147,143,97.3
180220,Selagai Lingga,1802,Kabupaten Lampung Tengah,18,Lampung,1510,11955,3516,14406,293,115,104,90.4
180221,Anak Tuha,1802,Kabupaten Lampung Tengah,18,Lampung,1733,15334,2678,15099,303,126,103,81.7
180222,Sendang Agung,1802,Kabupaten Lampung Tengah,18,Lampung,2863,15169,4664,16254,289,127,123,96.9
180223,Kota Gajah,1802,Kabupaten Lampung Tengah,18,Lampung,2940,15023,3372,17594,1285,103,98,95.1
180224,Bumi Nabung,1802,Kabupaten Lampung Tengah,18,Lampung,1473,14018,2818,12894,229,111,93,83.8
180225,Way Seputih,1802,Kabupaten Lampung Tengah,18,Lampung,908,9153,1591,8877,151,61,59,96.7
180226,Bandar Surabaya,1802,Kabupaten Lampung Tengah,18,Lampung,1612,15441,5176,20919,475,122,121,99.2
180227,Anak Ratu Aji,1802,Kabupaten Lampung Tengah,18,Lampung,1225,7714,1358,9064,145,53,52,98.1
180228,Putra Rumbia,1802,Kabupaten Lampung Tengah,18,Lampung,604,9335,2362,11588,169,66,65,98.5
180301,Bukit Kemuning,1803,Kabupaten Lampung Utara,18,Lampung,3506,10238,1628,9925,363,134,84,62.7
180302,Kotabumi,1803,Kabupaten Lampung Utara,18,Lampung,5411,13962,1753,14765,419,163,108,66.3
180303,Sungkai Selatan,1803,Kabupaten Lampung Utara,18,Lampung,2116,9738,991,11749,193,73,73,100.0
180304,Tanjung Raja,1803,Kabupaten Lampung Utara,18,Lampung,2666,12708,1608,16071,302,109,95,87.2
180305,Abung Timur,1803,Kabupaten Lampung Utara,18,Lampung,2250,16218,2705,18929,2412,123,117,95.1
180306,Abung Barat,1803,Kabupaten Lampung Utara,18,Lampung,2346,8598,1155,11616,296,72,71,98.6
180307,Abung Selatan,1803,Kabupaten Lampung Utara,18,Lampung,4919,22285,2597,27908,536,149,144,96.6
180308,Sungkai Utara,1803,Kabupaten Lampung Utara,18,Lampung,2642,13123,2044,13600,323,114,98,86.0
180309,Kotabumi Utara,1803,Kabupaten Lampung Utara,18,Lampung,2726,11662,1738,11815,299,94,78,83.0
180310,Kotabumi Selatan,1803,Kabupaten Lampung Utara,18,Lampung,11736,23893,2187,33519,586,195,183,93.8
180311,Abung Tengah,1803,Kabupaten Lampung Utara,18,Lampung,1197,7320,1331,9102,239,55,54,98.2
180312,Abung Tinggi,1803,Kabupaten Lampung Utara,18,Lampung,2218,7434,953,10530,196,55,55,100.0
180313,Abung Semuli,1803,Kabupaten Lampung Utara,18,Lampung,1931,11983,1870,15339,255,77,77,100.0
180314,Abung Surakarta,1803,Kabupaten Lampung Utara,18,Lampung,1587,13353,2314,15131,266,82,81,98.8
180315,Muara Sungkai,1803,Kabupaten Lampung Utara,18,Lampung,619,7145,907,8250,114,52,51,98.1
180316,Bunga Mayang,1803,Kabupaten Lampung Utara,18,Lampung,1599,13986,2505,14909,227,94,87,92.6
180317,Hulu Sungkai,1803,Kabupaten Lampung Utara,18,Lampung,1041,6840,771,8300,222,49,47,95.9
180318,Sungkai Tengah,1803,Kabupaten Lampung Utara,18,Lampung,802,6544,1250,7783,160,59,55,93.2
180319,Abung Pekurun,1803,Kabupaten Lampung Utara,18,Lampung,819,4797,650,6091,183,40,37,92.5
180320,Sungkai Jaya,1803,Kabupaten Lampung Utara,18,Lampung,616,3249,266,3864,87,29,23,79.3
180321,Sungkai Barat,1803,Kabupaten Lampung Utara,18,Lampung,831,4794,369,5407,94,43,41,95.3
180322,Abung Kunang,1803,Kabupaten Lampung Utara,18,Lampung,1219,3975,307,4742,87,32,32,100.0
180323,Blambangan Pagar,1803,Kabupaten Lampung Utara,18,Lampung,1307,8664,1259,10674,172,61,60,98.4
180404,Balik Bukit,1804,Kabupaten Lampung Barat,18,Lampung,4068,11040,2538,13014,271,115,82,71.3
180405,Sumber Jaya,1804,Kabupaten Lampung Barat,18,Lampung,2908,6985,2231,6364,128,79,66,83.5
180406,Belalau,1804,Kabupaten Lampung Barat,18,Lampung,1291,4644,1104,5244,115,45,42,93.3
180407,Way Tenong,1804,Kabupaten Lampung Barat,18,Lampung,3362,11673,3603,15867,289,108,98,90.7
180408,Sekincau,1804,Kabupaten Lampung Barat,18,Lampung,1404,7140,2635,9803,199,63,61,96.8
180409,Suoh,1804,Kabupaten Lampung Barat,18,Lampung,914,6860,2508,8522,130,60,53,88.3
180410,Batu Brak,1804,Kabupaten Lampung Barat,18,Lampung,1607,5707,1622,5913,130,49,47,95.9
180411,Sukau,1804,Kabupaten Lampung Barat,18,Lampung,2635,8718,2336,10639,272,82,75,91.5
180415,Gedung Surian,1804,Kabupaten Lampung Barat,18,Lampung,1432,6218,2716,7739,133,53,53,100.0
180418,Kebun Tebu,1804,Kabupaten Lampung Barat,18,Lampung,1759,7403,2805,8974,128,69,66,95.7
180419,Air Hitam,1804,Kabupaten Lampung Barat,18,Lampung,596,4178,2544,6516,131,39,37,94.9
180420,Pagar Dewa,1804,Kabupaten Lampung Barat,18,Lampung,1529,4544,2146,5167,92,54,43,79.6
180421,Batu Ketulis,1804,Kabupaten Lampung Barat,18,Lampung,923,5212,2183,6795,144,50,50,100.0
180422,Lumbok Seminung,1804,Kabupaten Lampung Barat,18,Lampung,559,3363,911,5020,102,28,28,100.0
180423,Bandar Negeri Suoh,1804,Kabupaten Lampung Barat,18,Lampung,1553,9196,4214,12284,202,88,83,94.3
180502,Menggala,1805,Kabupaten Tulang Bawang,18,Lampung,4809,21340,2055,27179,967,147,144,98.0
180506,Gedung Aji,1805,Kabupaten Tulang Bawang,18,Lampung,733,6006,1352,7939,153,48,48,100.0
180508,Banjar Agung,1805,Kabupaten Tulang Bawang,18,Lampung,2200,10920,2301,10367,164,115,70,60.9
180511,Gedung Meneng,1805,Kabupaten Tulang Bawang,18,Lampung,2563,11482,3200,13698,335,124,104,83.9
180512,Rawa Jitu Selatan,1805,Kabupaten Tulang Bawang,18,Lampung,868,9940,2423,9394,209,100,71,71.0
180513,Penawar Tama,1805,Kabupaten Tulang Bawang,18,Lampung,1001,11442,4940,16858,322,106,102,96.2
180518,Rawa Jitu Timur,1805,Kabupaten Tulang Bawang,18,Lampung,1400,4647,1229,7277,43,51,50,98.0
180520,Banjar Margo,1805,Kabupaten Tulang Bawang,18,Lampung,1361,11094,3135,14597,265,113,79,69.9
180522,Rawa Pitu,1805,Kabupaten Tulang Bawang,18,Lampung,400,4490,1213,5705,92,53,31,58.5
180523,Penawar Aji,1805,Kabupaten Tulang Bawang,18,Lampung,866,7737,2964,11567,180,66,66,100.0
180525,Dente Teladas,1805,Kabupaten Tulang Bawang,18,Lampung,2305,20021,4932,25857,491,175,166,94.9
180526,Meraksa Aji,1805,Kabupaten Tulang Bawang,18,Lampung,722,5921,1567,8210,195,44,43,97.7
180527,Gedung Aji Baru,1805,Kabupaten Tulang Bawang,18,Lampung,833,9624,2612,12886,235,74,71,95.9
180529,Banjar Baru,1805,Kabupaten Tulang Bawang,18,Lampung,903,6573,1246,8821,109,45,43,95.6
180530,Menggala Timur,1805,Kabupaten Tulang Bawang,18,Lampung,1073,5969,1788,7443,181,46,43,93.5
180601,Kota Agung,1806,Kabupaten Tanggamus,18,Lampung,5101,16946,1910,22151,484,138,126,91.3
180602,Talang Padang,1806,Kabupaten Tanggamus,18,Lampung,7152,17739,1812,25053,446,142,135,95.1
180603,Wonosobo,1806,Kabupaten Tanggamus,18,Lampung,3052,15835,3196,21521,648,121,120,99.2
180604,Pulau Panggung,1806,Kabupaten Tanggamus,18,Lampung,3958,15745,2246,20955,342,118,113,95.8
180609,Cukuh Balak,1806,Kabupaten Tanggamus,18,Lampung,2324,7321,2179,11445,208,82,80,97.6
180611,Pugung,1806,Kabupaten Tanggamus,18,Lampung,6260,22571,3173,28847,548,189,175,92.6
180612,Semaka,1806,Kabupaten Tanggamus,18,Lampung,2162,14103,4228,18905,363,111,99,89.2
180613,Sumberejo,1806,Kabupaten Tanggamus,18,Lampung,3382,14691,4698,22066,349,103,103,100.0
180615,Ulu Belu,1806,Kabupaten Tanggamus,18,Lampung,2478,14973,7380,23367,397,130,119,91.5
180616,Pematang Sawa,1806,Kabupaten Tanggamus,18,Lampung,993,6146,1361,8429,158,60,54,90.0
180617,Kelumbayan,1806,Kabupaten Tanggamus,18,Lampung,2055,3544,604,5066,64,45,41,91.1
180618,Kota Agung Barat,1806,Kabupaten Tanggamus,18,Lampung,1941,8263,571,10737,315,74,63,85.1
180619,Kota Agung Timur,1806,Kabupaten Tanggamus,18,Lampung,2046,9039,1044,11727,221,63,61,96.8
180620,Gisting,1806,Kabupaten Tanggamus,18,Lampung,4626,16480,4029,22657,390,122,119,97.5
180621,Gunung Alip,1806,Kabupaten Tanggamus,18,Lampung,3403,7168,624,11201,308,60,58,96.7
180624,Limau,1806,Kabupaten Tanggamus,18,Lampung,1446,6711,1765,9560,145,69,63,91.3
180625,Bandar Negeri Semuong,1806,Kabupaten Tanggamus,18,Lampung,1136,6563,973,7894,333,55,54,98.2
180626,Air Naningan,1806,Kabupaten Tanggamus,18,Lampung,1770,11112,2743,13922,212,90,79,87.8
180627,Bulok,1806,Kabupaten Tanggamus,18,Lampung,1649,5436,1187,7426,314,73,40,54.8
180628,Kelumbayan Barat,1806,Kabupaten Tanggamus,18,Lampung,1000,5027,1084,6295,113,42,40,95.2
180701,Sukadana,1807,Kabupaten Lampung Timur,18,Lampung,3956,28035,4673,30893,1412,204,177,86.8
180702,Labuhan Maringgai,1807,Kabupaten Lampung Timur,18,Lampung,4392,25311,6116,30105,532,210,184,87.6
180703,Jabung,1807,Kabupaten Lampung Timur,18,Lampung,2320,19129,3318,21734,194,149,118,79.2
180704,Pekalongan,1807,Kabupaten Lampung Timur,18,Lampung,4271,20928,4005,25005,422,151,135,89.4
180705,Sekampung,1807,Kabupaten Lampung Timur,18,Lampung,3357,26056,6667,33199,1307,200,180,90.0
180706,Batanghari,1807,Kabupaten Lampung Timur,18,Lampung,3759,25777,4977,32195,588,174,161,92.5
180707,Way Jepara,1807,Kabupaten Lampung Timur,18,Lampung,3574,19705,5441,25042,386,163,145,89.0
180708,Purbolinggo,1807,Kabupaten Lampung Timur,18,Lampung,2719,17387,3158,18899,328,135,111,82.2
180709,Raman Utara,1807,Kabupaten Lampung Timur,18,Lampung,2292,16053,4553,20498,382,125,114,91.2
180710,Metro Kibang,1807,Kabupaten Lampung Timur,18,Lampung,1116,9376,2440,12776,279,77,66,85.7
180711,Marga Tiga,1807,Kabupaten Lampung Timur,18,Lampung,2774,17523,4930,22135,3779,144,130,90.3
180712,Sekampung Udik,1807,Kabupaten Lampung Timur,18,Lampung,4473,25322,8814,26808,391,220,182,82.7
180713,Batanghari Nuban,1807,Kabupaten Lampung Timur,18,Lampung,1771,10599,1700,10178,201,138,69,50.0
180714,Bumi Agung,1807,Kabupaten Lampung Timur,18,Lampung,626,6748,1425,7465,85,61,45,73.8
180715,Bandar Sribhawono,1807,Kabupaten Lampung Timur,18,Lampung,2100,16086,5512,18728,234,155,122,78.7
180716,Mataram Baru,1807,Kabupaten Lampung Timur,18,Lampung,1454,9598,2393,11966,170,92,75,81.5
180717,Melinting,1807,Kabupaten Lampung Timur,18,Lampung,1683,10953,2209,12670,201,85,79,92.9
180718,Gunung Pelindung,1807,Kabupaten Lampung Timur,18,Lampung,1388,8727,2085,12019,159,66,66,100.0
180719,Pasir Sakti,1807,Kabupaten Lampung Timur,18,Lampung,1758,13442,4193,14966,682,120,104,86.7
180720,Waway Karya,1807,Kabupaten Lampung Timur,18,Lampung,1805,12780,2775,15787,283,122,95,77.9
180721,Labuhan Ratu,1807,Kabupaten Lampung Timur,18,Lampung,2754,18872,4843,25073,359,142,130,91.5
180722,Braja Selebah,1807,Kabupaten Lampung Timur,18,Lampung,1254,9634,3342,12991,255,76,73,96.1
180723,Way Bungur,1807,Kabupaten Lampung Timur,18,Lampung,1328,9708,1885,8696,148,78,66,84.6
180724,Marga Sekampung,1807,Kabupaten Lampung Timur,18,Lampung,1475,11412,2712,14702,868,91,83,91.2
180801,Blambangan Umpu,1808,Kabupaten Way Kanan,18,Lampung,3113,16455,2621,19711,371,105,104,99.0
180802,Kasui,1808,Kabupaten Way Kanan,18,Lampung,2360,14168,2165,16263,364,114,114,100.0
180803,Banjit,1808,Kabupaten Way Kanan,18,Lampung,4074,19627,5090,28894,508,139,139,100.0
180804,Baradatu,1808,Kabupaten Way Kanan,18,Lampung,3505,18523,3977,23944,462,136,134,98.5
180805,Bahuga,1808,Kabupaten Way Kanan,18,Lampung,682,6212,872,7766,66,42,42,100.0
180806,Pakuan Ratu,1808,Kabupaten Way Kanan,18,Lampung,2087,18477,4862,23962,378,153,147,96.1
180807,Negeri Agung,1808,Kabupaten Way Kanan,18,Lampung,1871,17412,3537,22832,452,107,106,99.1
180808,Way Tuba,1808,Kabupaten Way Kanan,18,Lampung,1521,11943,2313,15777,278,82,82,100.0
180809,Rebang Tangkas,1808,Kabupaten Way Kanan,18,Lampung,1372,9523,2328,11383,244,71,70,98.6
180810,Gunung Labuhan,1808,Kabupaten Way Kanan,18,Lampung,2573,13120,1519,16182,471,101,101,100.0
180811,Negara Batin,1808,Kabupaten Way Kanan,18,Lampung,1538,14292,4643,18938,286,115,109,94.8
180812,Negeri Besar,1808,Kabupaten Way Kanan,18,Lampung,974,7049,2072,9524,196,60,52,86.7
180813,Buay Bahuga,1808,Kabupaten Way Kanan,18,Lampung,991,10552,1673,13347,236,71,70,98.6
180814,Bumi Agung,1808,Kabupaten Way Kanan,18,Lampung,1573,13383,2492,17448,236,85,84,98.8
180815,Umpu Semenguk,1808,Kabupaten Way Kanan,18,Lampung,1764,16155,2203,19669,327,109,107,98.2
180901,Gedong Tataan,1809,Kabupaten Pesawaran,18,Lampung,12120,44213,8175,63364,1108,290,290,100.0
180902,Negeri Katon,1809,Kabupaten Pesawaran,18,Lampung,4778,29228,7223,39150,677,214,196,91.6
180903,Tegineneng,1809,Kabupaten Pesawaran,18,Lampung,4398,27006,4759,34651,531,171,169,98.8
180904,Way Lima,1809,Kabupaten Pesawaran,18,Lampung,4763,15380,2513,20787,442,113,111,98.2
180905,Padang Cermin,1809,Kabupaten Pesawaran,18,Lampung,2271,9079,2607,13826,301,86,77,89.5
180906,Punduh Pidada,1809,Kabupaten Pesawaran,18,Lampung,1412,5606,1082,7929,162,51,49,96.1
180907,Kedondong,1809,Kabupaten Pesawaran,18,Lampung,5395,13419,2264,20302,467,107,105,98.1
180908,Marga Punduh,1809,Kabupaten Pesawaran,18,Lampung,1841,5691,1156,7858,183,50,50,100.0
180909,Way Khilau,1809,Kabupaten Pesawaran,18,Lampung,3627,12264,1535,16515,664,88,87,98.9
180910,Teluk Pandan,1809,Kabupaten Pesawaran,18,Lampung,4775,13018,2666,19029,486,101,99,98.0
180911,Way Ratai,1809,Kabupaten Pesawaran,18,Lampung,3463,12276,4158,19696,411,110,109,99.1
181001,Pringsewu,1810,Kabupaten Pringsewu,18,Lampung,9037,33096,9512,51260,807,235,235,100.0
181002,Gading Rejo,1810,Kabupaten Pringsewu,18,Lampung,7618,35531,8549,51765,816,231,227,98.3
181003,Ambarawa,1810,Kabupaten Pringsewu,18,Lampung,2499,16518,4121,23148,368,107,105,98.1
181004,Pardasuka,1810,Kabupaten Pringsewu,18,Lampung,3495,14246,2735,20283,416,111,110,99.1
181005,Pagelaran,1810,Kabupaten Pringsewu,18,Lampung,4359,22433,5984,32671,556,155,152,98.1
181006,Banyumas,1810,Kabupaten Pringsewu,18,Lampung,1677,9563,2189,12969,258,65,65,100.0
181007,Adiluwih,1810,Kabupaten Pringsewu,18,Lampung,2661,15815,4587,22443,445,107,106,99.1
181008,Sukoharjo,1810,Kabupaten Pringsewu,18,Lampung,4520,21440,5516,31383,613,145,145,100.0
181009,Pagelaran Utara,1810,Kabupaten Pringsewu,18,Lampung,1056,6606,1442,8734,214,53,53,100.0
181101,Mesuji,1811,Kabupaten Mesuji,18,Lampung,1209,9802,2836,7944,198,66,64,97.0
181102,Mesuji Timur,1811,Kabupaten Mesuji,18,Lampung,1802,13906,4756,18193,378,111,103,92.8
181103,Rawa Jitu Utara,1811,Kabupaten Mesuji,18,Lampung,1061,10486,3258,14195,228,76,73,96.1
181104,Way Serdang,1811,Kabupaten Mesuji,18,Lampung,1679,15502,5213,19037,317,134,115,85.8
181105,Simpang Pematang,1811,Kabupaten Mesuji,18,Lampung,2580,13407,2474,15895,258,89,82,92.1
181106,Panca Jaya,1811,Kabupaten Mesuji,18,Lampung,900,8370,2049,11419,192,54,54,100.0
181107,Tanjung Raya,1811,Kabupaten Mesuji,18,Lampung,2311,18636,4886,23632,564,133,124,93.2
181201,Tulang Bawang Tengah,1812,Kabupaten Tulang Bawang Barat,18,Lampung,7366,38027,6696,50984,926,247,241,97.6
181202,Tumijajar,1812,Kabupaten Tulang Bawang Barat,18,Lampung,3778,20487,3821,27388,637,131,128,97.7
181203,Tulang Bawang Udik,1812,Kabupaten Tulang Bawang Barat,18,Lampung,2073,14519,2867,19038,452,100,91,91.0
181204,Gunung Terang,1812,Kabupaten Tulang Bawang Barat,18,Lampung,777,8141,2479,11458,193,57,56,98.2
