kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_anies,votes_prabowo,votes_ganjar,suara_sah,suara_tidak_sah,jumlah_tps,tps_dengan_data,tps_coverage_pct
732401,Mangkutana,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,1560,8006,1499,11322,142,62,54,87.1
732402,Nuha,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,3868,5261,663,8511,183,62,45,72.6
732403,Towuti,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,8729,13425,2302,23584,274,118,107,90.7
732404,Malili,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,8450,11480,971,17608,259,111,93,83.8
732405,Angkona,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,2600,8507,1756,11902,249,65,56,86.2
732406,Wotu,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,5200,9927,1528,15848,260,90,77,85.6
732407,Burau,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,6024,9744,1177,15230,178,98,80,81.6
732408,Tomoni,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,3741,10485,1400,15367,301,74,72,97.3
732409,Tomoni Timur,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,557,3128,1013,4171,43,38,22,57.9
732410,Kalaena,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,1303,4311,1067,6565,74,34,31,91.2
732411,Wasuponda,7324,Kabupaten Luwu Timur,73,Sulawesi Selatan,2229,6136,1108,8893,63,58,44,75.9
732601,Rantepao,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,446,9678,2502,12226,75,76,64,84.2
732602,Sesean,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,63,4989,915,5967,38,38,31,81.6
732603,Nanggala,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,51,4176,797,3440,23,31,28,90.3
732604,Rindingallo,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,30,3773,640,4270,23,30,29,96.7
732605,Buntao,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,45,4965,837,5665,40,31,29,93.5
732606,Sa'dan,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,63,8782,961,9382,73,51,50,98.0
732607,Sanggalangi,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,54,5044,999,5322,60,40,31,77.5
732608,Sopai,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,75,5688,1268,6671,61,48,38,79.2
732609,Tikala,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,44,4652,912,4952,331,36,32,88.9
732610,Balusu,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,35,2754,460,2921,11,28,20,71.4
732611,Tallunglipu,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,226,6453,1281,7195,38,53,40,75.5
732612,Dende' Piongan Napo,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,42,3369,603,3151,16,27,23,85.2
732613,Buntu Pepasan,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,34,5719,655,5966,41,39,38,97.4
732614,Baruppu,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,23,2452,451,2767,20,24,22,91.7
732615,Kesu,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,144,7767,1682,9415,64,55,48,87.3
732616,Tondon,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,47,5374,905,6087,38,34,30,88.2
732617,Bangkelekila,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,26,2772,339,3137,17,20,18,90.0
732618,Rantebua,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,146,2934,530,3217,18,27,20,74.1
732619,Sesean Suloara,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,24,2375,351,2079,18,20,15,75.0
732620,Kapala Pitu,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,25,2053,606,2451,23,20,15,75.0
732621,Awan Rante Karua,7326,Kabupaten Toraja Utara,73,Sulawesi Selatan,33,1782,517,2332,23,20,17,85.0
737101,Mariso,7371,Kota Makassar,73,Sulawesi Selatan,10194,14391,2861,27235,4907,161,145,90.1
737102,Mamajang,7371,Kota Makassar,73,Sulawesi Selatan,8980,10947,2697,19712,333,165,121,73.3
737103,Makassar,7371,Kota Makassar,73,Sulawesi Selatan,13127,14257,3342,26566,500,230,163,70.9
737104,Ujung Pandang,7371,Kota Makassar,73,Sulawesi Selatan,2453,4228,1857,5650,75,77,46,59.7
737105,Wajo,7371,Kota Makassar,73,Sulawesi Selatan,2715,3255,1431,6301,82,89,42,47.2
737106,Bontoala,7371,Kota Makassar,73,Sulawesi Selatan,11123,11874,2290,22664,433,157,140,89.2
737107,Tallo,7371,Kota Makassar,73,Sulawesi Selatan,20628,22191,2261,35032,801,398,245,61.6
737108,Ujung Tanah,7371,Kota Makassar,73,Sulawesi Selatan,3461,3834,344,5877,125,102,40,39.2
737109,Panakkukang,7371,Kota Makassar,73,Sulawesi Selatan,21738,24608,5057,42652,608,392,280,71.4
737110,Tamalate,7371,Kota Makassar,73,Sulawesi Selatan,22348,25216,4045,39740,658,499,280,56.1
737111,Biringkanaya,7371,Kota Makassar,73,Sulawesi Selatan,37194,39392,5786,67487,704,572,430,75.2
737112,Manggala,7371,Kota Makassar,73,Sulawesi Selatan,37795,31371,4652,68506,965,419,378,90.2
737113,Rappocini,7371,Kota Makassar,73,Sulawesi Selatan,24692,21815,4045,41940,459,421,262,62.2
737114,Tamalanrea,7371,Kota Makassar,73,Sulawesi Selatan,10542,10044,1730,12433,164,281,115,40.9
737115,Kepulauan Sangkarrang,7371,Kota Makassar,73,Sulawesi Selatan,1126,1196,119,2045,72,41,13,31.7
737201,Bacukiki,7372,Kota Parepare,73,Sulawesi Selatan,4716,7594,415,12479,282,64,53,82.8
737202,Ujung,7372,Kota Parepare,73,Sulawesi Selatan,8018,11294,927,18392,213,91,87,95.6
737203,Soreang,7372,Kota Parepare,73,Sulawesi Selatan,8586,14184,1202,23329,365,124,106,85.5
737204,Bacukiki Barat,7372,Kota Parepare,73,Sulawesi Selatan,10839,14627,889,24624,420,116,110,94.8
737301,Wara,7373,Kota Palopo,73,Sulawesi Selatan,4348,7984,1158,12348,114,82,69,84.1
737302,Wara Utara,7373,Kota Palopo,73,Sulawesi Selatan,2954,5397,838,8493,116,58,46,79.3
737303,Wara Selatan,7373,Kota Palopo,73,Sulawesi Selatan,4275,5394,311,9483,98,46,45,97.8
737304,Telluwanua,7373,Kota Palopo,73,Sulawesi Selatan,1590,4787,262,5836,58,44,32,72.7
737305,Wara Timur,7373,Kota Palopo,73,Sulawesi Selatan,4966,6281,364,6930,94,101,55,54.5
737306,Wara Barat,7373,Kota Palopo,73,Sulawesi Selatan,1493,4231,702,5715,66,39,38,97.4
737307,Sendana,7373,Kota Palopo,73,Sulawesi Selatan,1008,1963,99,2082,31,25,17,68.0
737308,Mungkajang,7373,Kota Palopo,73,Sulawesi Selatan,1595,2806,245,3570,46,30,25,83.3
737309,Bara,7373,Kota Palopo,73,Sulawesi Selatan,5160,8627,839,13891,153,81,69,85.2
740101,Wundulako,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,3124,9326,525,10390,125,66,62,93.9
740104,Kolaka,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,6402,12029,768,16532,192,104,86,82.7
740107,Pomalaa,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,5461,11881,1031,13547,159,89,87,97.8
740108,Watubangga,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,1841,5819,982,7794,133,52,47,90.4
740110,Wolo,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,4608,8035,417,11002,208,64,64,100.0
740112,Baula,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,1334,5721,558,6264,86,37,37,100.0
740114,Latambaga,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,5733,11911,454,17913,294,85,85,100.0
740118,Tanggetada,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,3002,6330,296,9195,128,49,48,98.0
740120,Samaturu,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,5360,9701,276,14368,261,79,79,100.0
740124,Toari,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,1170,4417,497,5870,69,30,30,100.0
740125,Polinggona,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,782,2292,280,3167,41,22,21,95.5
740127,Iwoimendaa,7401,Kabupaten Kolaka,74,Sulawesi Tenggara,2156,2913,47,3981,49,28,28,100.0
740201,Lambuya,7402,Kabupaten Konawe,74,Sulawesi Tenggara,646,3169,100,3594,55,22,19,86.4
740202,Unaaha,7402,Kabupaten Konawe,74,Sulawesi Tenggara,3520,9565,645,13501,171,64,62,96.9
740203,Wawotobi,7402,Kabupaten Konawe,74,Sulawesi Tenggara,1725,8385,323,9784,151,64,49,76.6
740204,Pondidaha,7402,Kabupaten Konawe,74,Sulawesi Tenggara,945,5329,333,5509,91,41,34,82.9
740205,Sampara,7402,Kabupaten Konawe,74,Sulawesi Tenggara,515,4299,66,4759,77,31,24,77.4
740210,Abuki,7402,Kabupaten Konawe,74,Sulawesi Tenggara,531,3380,61,3786,55,25,20,80.0
740211,Soropia,7402,Kabupaten Konawe,74,Sulawesi Tenggara,702,3393,51,3653,54,30,21,70.0
740215,Tongauna,7402,Kabupaten Konawe,74,Sulawesi Tenggara,353,3696,541,2666,43,33,21,63.6
740216,Latoma,7402,Kabupaten Konawe,74,Sulawesi Tenggara,115,1294,25,1434,27,12,9,75.0
740217,Puriala,7402,Kabupaten Konawe,74,Sulawesi Tenggara,581,4958,210,5082,111,31,31,100.0
740218,Uepai,7402,Kabupaten Konawe,74,Sulawesi Tenggara,808,6026,710,7053,133,44,37,84.1
740219,Wonggeduku,7402,Kabupaten Konawe,74,Sulawesi Tenggara,991,6098,553,7674,156,43,38,88.4
740220,Besulutu,7402,Kabupaten Konawe,74,Sulawesi Tenggara,319,1458,46,1249,17,29,10,34.5
740221,Bondoala,7402,Kabupaten Konawe,74,Sulawesi Tenggara,462,2559,45,2794,40,19,16,84.2
740223,Routa,7402,Kabupaten Konawe,74,Sulawesi Tenggara,608,1391,116,2115,52,12,11,91.7
740224,Anggaberi,7402,Kabupaten Konawe,74,Sulawesi Tenggara,596,2995,73,3466,36,21,18,85.7
740225,Meluhu,7402,Kabupaten Konawe,74,Sulawesi Tenggara,380,2232,301,2398,53,17,14,82.4
740228,Amonggedo,7402,Kabupaten Konawe,74,Sulawesi Tenggara,652,5019,1038,6709,92,36,33,91.7
740231,Asinua,7402,Kabupaten Konawe,74,Sulawesi Tenggara,85,1333,271,1689,31,12,11,91.7
740232,Konawe,7402,Kabupaten Konawe,74,Sulawesi Tenggara,642,4924,113,5679,101,29,28,96.6
740233,Kapoiala,7402,Kabupaten Konawe,74,Sulawesi Tenggara,570,2469,59,2195,33,25,18,72.0
740236,Lalonggasumeeto,7402,Kabupaten Konawe,74,Sulawesi Tenggara,432,1357,44,1252,7,19,10,52.6
740237,Onembute,7402,Kabupaten Konawe,74,Sulawesi Tenggara,885,3326,318,4332,83,23,22,95.7
740238,Padangguni,7402,Kabupaten Konawe,74,Sulawesi Tenggara,582,3618,715,5099,62,27,25,92.6
740239,Morosi,7402,Kabupaten Konawe,74,Sulawesi Tenggara,603,3336,115,3922,79,23,21,91.3
740240,Anggalomoare,7402,Kabupaten Konawe,74,Sulawesi Tenggara,323,2636,67,2717,47,19,18,94.7
740241,Wonggeduku Barat,7402,Kabupaten Konawe,74,Sulawesi Tenggara,652,4597,161,5240,66,31,28,90.3
740242,Tongauna Utara,7402,Kabupaten Konawe,74,Sulawesi Tenggara,599,3520,355,4474,70,21,21,100.0
740306,Napabalano,7403,Kabupaten Muna,74,Sulawesi Tenggara,1449,3721,186,3634,87,35,28,80.0
740307,Maligano,7403,Kabupaten Muna,74,Sulawesi Tenggara,386,2046,285,2038,16,20,14,70.0
740313,Wakorumba Selatan,7403,Kabupaten Muna,74,Sulawesi Tenggara,260,662,37,562,9,15,5,33.3
740314,Lasalepa,7403,Kabupaten Muna,74,Sulawesi Tenggara,1133,5321,402,5231,122,34,33,97.1
740315,Batalaiworu,7403,Kabupaten Muna,74,Sulawesi Tenggara,2315,4234,295,4945,43,43,35,81.4
740316,Katobu,7403,Kabupaten Muna,74,Sulawesi Tenggara,4643,7883,659,10766,64,73,62,84.9
740317,Duruka,7403,Kabupaten Muna,74,Sulawesi Tenggara,1482,5247,353,5750,90,35,32,91.4
740318,Lohia,7403,Kabupaten Muna,74,Sulawesi Tenggara,1448,4947,226,1578,33,45,33,73.3
740319,Watopute,7403,Kabupaten Muna,74,Sulawesi Tenggara,954,1955,152,2830,46,37,14,37.8
740320,Kontunaga,7403,Kabupaten Muna,74,Sulawesi Tenggara,82,112,8,202,7,25,1,4.0
740323,Kabangka,7403,Kabupaten Muna,74,Sulawesi Tenggara,1074,4042,338,5250,90,31,28,90.3
740324,Kabawo,7403,Kabupaten Muna,74,Sulawesi Tenggara,1119,4263,121,4928,55,40,29,72.5
740325,Parigi,7403,Kabupaten Muna,74,Sulawesi Tenggara,1125,4619,340,5292,149,37,34,91.9
740326,Bone,7403,Kabupaten Muna,74,Sulawesi Tenggara,659,2426,174,2726,58,18,18,100.0
740327,Tongkuno,7403,Kabupaten Muna,74,Sulawesi Tenggara,1588,4943,378,6095,102,48,40,83.3
740328,Pasir Putih,7403,Kabupaten Muna,74,Sulawesi Tenggara,722,1827,100,2080,43,16,15,93.8
740330,Kontu Kowuna,7403,Kabupaten Muna,74,Sulawesi Tenggara,365,1000,46,584,24,14,7,50.0
740331,Marobo,7403,Kabupaten Muna,74,Sulawesi Tenggara,216,878,49,925,134,17,6,35.3
740332,Tongkuno Selatan,7403,Kabupaten Muna,74,Sulawesi Tenggara,446,1592,293,1498,17,20,14,70.0
740333,Pasi Kolaga,7403,Kabupaten Muna,74,Sulawesi Tenggara,406,1890,122,2561,38,13,13,100.0
740334,Batukara,7403,Kabupaten Muna,74,Sulawesi Tenggara,299,834,55,1037,149,9,7,77.8
740337,Towea,7403,Kabupaten Muna,74,Sulawesi Tenggara,417,2690,72,2805,113,18,18,100.0
740411,Pasarwajo,7404,Kabupaten Buton,74,Sulawesi Tenggara,5623,15948,2130,23534,284,127,125,98.4
740422,Kapontori,7404,Kabupaten Buton,74,Sulawesi Tenggara,1277,6617,703,8597,132,47,47,100.0
740423,Lasalimu,7404,Kabupaten Buton,74,Sulawesi Tenggara,993,5890,454,7337,108,42,41,97.6
740424,Lasalimu Selatan,7404,Kabupaten Buton,74,Sulawesi Tenggara,1581,6029,870,8480,167,50,50,100.0
740427,Siotapina,7404,Kabupaten Buton,74,Sulawesi Tenggara,1352,5905,1019,8275,167,51,50,98.0
740428,Wolowa,7404,Kabupaten Buton,74,Sulawesi Tenggara,580,2248,312,3140,28,19,17,89.5
740429,Wabula,7404,Kabupaten Buton,74,Sulawesi Tenggara,846,2389,281,3516,31,20,19,95.0
740501,Tinanggea,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,1527,7069,468,8893,145,79,45,57.0
740502,Angata,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,717,4767,174,4801,55,59,32,54.2
740503,Andoolo,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,909,4703,315,5928,75,35,32,91.4
740504,Palangga,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,824,5093,332,5879,105,54,36,66.7
740505,Landono,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,617,3693,544,4673,55,33,28,84.8
740506,Lainea,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,982,4004,251,4706,73,32,27,84.4
740507,Konda,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,1660,8396,651,9810,193,69,54,78.3
740508,Ranomeeto,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,597,3055,146,3803,35,53,19,35.8
740509,Kolono,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,852,5170,282,5901,56,39,35,89.7
740510,Moramo,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,1177,6013,660,7625,133,54,44,81.5
740511,Laonti,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,272,1795,49,1842,27,38,11,28.9
740512,Lalembuu,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,1613,6393,1779,9379,145,50,48,96.0
740513,Benua,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,903,4299,301,4920,53,37,31,83.8
740514,Palangga Selatan,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,787,3736,155,4678,60,27,26,96.3
740515,Mowila,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,660,3338,531,4333,70,44,22,50.0
740516,Moramo Utara,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,419,1911,89,1843,33,31,13,41.9
740517,Buke,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,937,5122,1051,7110,110,47,36,76.6
740518,Wolasi,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,469,2654,188,3270,70,16,16,100.0
740519,Laeya,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,1973,8273,385,10266,156,62,49,79.0
740520,Baito,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,519,2794,209,3522,72,26,16,61.5
740521,Basala,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,469,1486,135,1485,16,27,11,40.7
740522,Ranomeeto Barat,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,266,1906,275,2447,26,25,11,44.0
740523,Kolono Timur,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,560,1310,50,1921,21,18,10,55.6
740524,Sabulakoa,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,57,626,50,528,6,15,4,26.7
740525,Andoolo Barat,7405,Kabupaten Konawe Selatan,74,Sulawesi Tenggara,306,2485,455,3246,57,30,18,60.0
740601,Poleang,7406,Kabupaten Bombana,74,Sulawesi Tenggara,2859,3894,168,5418,166,43,33,76.7
740602,Poleang Timur,7406,Kabupaten Bombana,74,Sulawesi Tenggara,2205,3492,190,5855,85,31,29,93.5
740603,Rarowatu,7406,Kabupaten Bombana,74,Sulawesi Tenggara,446,2605,121,2585,33,22,17,77.3
740604,Rumbia,7406,Kabupaten Bombana,74,Sulawesi Tenggara,1325,3347,203,4781,45,31,22,71.0
740605,Kabaena,7406,Kabupaten Bombana,74,Sulawesi Tenggara,615,1203,53,1622,24,11,10,90.9
740606,Kabaena Timur,7406,Kabupaten Bombana,74,Sulawesi Tenggara,891,3373,236,4400,82,23,22,95.7
740607,Poleang Barat,7406,Kabupaten Bombana,74,Sulawesi Tenggara,668,1086,38,1108,21,38,8,21.1
740608,Mata Oleo,7406,Kabupaten Bombana,74,Sulawesi Tenggara,690,3299,223,3932,91,24,22,91.7
740609,Rarowatu Utara,7406,Kabupaten Bombana,74,Sulawesi Tenggara,573,2402,179,2713,64,22,17,77.3
740610,Poleang Utara,7406,Kabupaten Bombana,74,Sulawesi Tenggara,1600,3264,350,4814,53,32,25,78.1
740611,Poleang Selatan,7406,Kabupaten Bombana,74,Sulawesi Tenggara,913,1615,70,2407,94,21,12,57.1
740612,Poleang Tenggara,7406,Kabupaten Bombana,74,Sulawesi Tenggara,204,891,33,669,38,13,5,38.5
740613,Kabaena Selatan,7406,Kabupaten Bombana,74,Sulawesi Tenggara,553,1444,79,2076,46,10,10,100.0
740614,Kabaena Barat,7406,Kabupaten Bombana,74,Sulawesi Tenggara,1531,2655,113,3468,113,24,20,83.3
740615,Kabaena Utara,7406,Kabupaten Bombana,74,Sulawesi Tenggara,549,1482,140,2171,49,15,12,80.0
740616,Kabaena Tengah,7406,Kabupaten Bombana,74,Sulawesi Tenggara,648,2367,130,3145,61,17,17,100.0
740617,Kep. Masaloka Raya,7406,Kabupaten Bombana,74,Sulawesi Tenggara,230,887,37,1154,18,10,10,100.0
740618,Rumbia Tengah,7406,Kabupaten Bombana,74,Sulawesi Tenggara,1073,2676,160,3691,40,21,19,90.5
740619,Poleang Tengah,7406,Kabupaten Bombana,74,Sulawesi Tenggara,1052,750,33,1133,27,13,10,76.9
740620,Tontonunu,7406,Kabupaten Bombana,74,Sulawesi Tenggara,812,1683,68,2331,50,18,12,66.7
740621,Lantari Jaya,7406,Kabupaten Bombana,74,Sulawesi Tenggara,705,3413,255,4132,90,26,19,73.1
740622,Mata Usu,7406,Kabupaten Bombana,74,Sulawesi Tenggara,199,921,27,1147,20,7,7,100.0
740701,Wangi-Wangi,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,2339,10349,1211,12958,212,83,75,90.4
740702,Kaledupa,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,1114,4738,627,6479,177,38,38,100.0
740703,Tomia,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,703,3360,643,4706,96,24,24,100.0
740704,Binongko,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,1408,3241,717,5195,47,30,30,100.0
740705,Wangi Wangi Selatan,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,1466,8332,1247,8958,285,92,63,68.5
740706,Kaledupa Selatan,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,708,3469,413,4441,77,28,27,96.4
740707,Tomia Timur,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,810,3055,615,4285,46,29,27,93.1
740708,Togo Binongko,7407,Kabupaten Wakatobi,74,Sulawesi Tenggara,720,1942,380,3042,76,16,16,100.0
740801,Lasusua,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,6280,8501,474,14937,260,74,74,100.0
740802,Pakue,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1565,3081,151,4675,79,34,27,79.4
740803,Batu Putih,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1642,3102,106,4854,50,27,25,92.6
740804,Rante Angin,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1486,2072,109,3666,42,19,19,100.0
740805,Kodeoha,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,2348,3549,266,5934,56,34,32,94.1
740806,Ngapa,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,2819,5906,434,9259,153,54,53,98.1
740807,Wawo,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1246,2705,109,3707,53,21,21,100.0
740808,Lambai,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1596,2234,98,3928,57,19,19,100.0
740809,Watunohu,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1465,2433,131,3624,33,21,21,100.0
740810,Pakue Tengah,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1855,2424,169,4448,59,23,23,100.0
740811,Pakue Utara,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1869,2708,125,4702,94,26,26,100.0
740812,Porehu,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1225,2667,102,3994,33,22,22,100.0
740813,Katoi,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,1579,2432,101,4112,45,20,20,100.0
740814,Tiwu,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,880,1789,70,2739,31,16,16,100.0
740815,Tolala,7408,Kabupaten Kolaka Utara,74,Sulawesi Tenggara,762,1429,80,2096,31,12,12,100.0
740901,Asera,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,374,2378,44,2367,47,29,15,51.7
740902,Wiwirano,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,325,1630,271,1171,9,18,10,55.6
740903,Langgikima,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,136,1008,109,1034,11,26,6,23.1
740904,Molawe,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,42,327,7,376,12,22,2,9.1
740905,Lasolo,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,602,2297,63,2377,74,30,15,50.0
740906,Lembo,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,567,2346,48,2132,57,19,15,78.9
740907,Sawa,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,162,1020,95,776,12,17,8,47.1
740908,Oheo,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,318,1497,88,1737,21,19,10,52.6
740909,Andowia,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,432,2421,65,2326,76,27,16,59.3
740910,Motui,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,333,1918,50,2376,47,18,13,72.2
740911,Wawolesea,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,0,0,0,0,0,14,0,0.0
740912,Lasolo Kepulauan,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,166,916,26,1131,56,9,6,66.7
740913,Landawe,7409,Kabupaten Konawe Utara,74,Sulawesi Tenggara,191,1174,269,1734,36,12,10,83.3
741001,Kulisusu,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,3078,11612,1170,13859,330,82,77,93.9
741002,Kambowa,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,653,2916,289,3667,82,25,20,80.0
741003,Bonegunu,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,732,3517,310,3928,90,30,23,76.7
741004,Kulisusu Barat,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,611,3135,565,4000,190,25,25,100.0
741005,Kulisusu Utara,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,694,4236,335,5048,106,33,26,78.8
741006,Wakorumba Utara,7410,Kabupaten Buton Utara,74,Sulawesi Tenggara,1050,3909,213,5174,73,29,29,100.0
741101,Tirawuta,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1708,6094,573,7046,98,53,39,73.6
741102,Loea,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,833,2852,602,3710,58,22,19,86.4
741103,Ladongi,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,593,3176,870,3902,48,53,22,41.5
741104,Poli Polia,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1472,5097,449,7068,109,37,37,100.0
741105,Lambandia,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,3465,7852,496,11708,159,65,64,98.5
741106,Lalolae,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,503,2321,63,2887,70,14,14,100.0
741107,Mowewe,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1165,4272,149,5167,90,29,29,100.0
741108,Uluiwoi,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,188,1874,35,2097,19,18,12,66.7
741109,Tinondo,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1282,3052,122,4556,62,28,23,82.1
741110,Aere,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1918,3061,169,4788,40,30,30,100.0
741111,Ueesi,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,188,2082,63,2333,29,16,15,93.8
741112,Dangia,7411,Kabupaten Kolaka Timur,74,Sulawesi Tenggara,1043,3403,317,4863,57,33,28,84.8
741201,Wawonii Barat,7412,Kabupaten Konawe Kepulauan,74,Sulawesi Tenggara,1144,3966,164,4789,98,29,25,86.2
741202,Wawonii Utara,7412,Kabupaten Konawe Kepulauan,74,Sulawesi Tenggara,764,3665,99,4528,66,24,24,100.0
741203,Wawonii Timur Laut,7412,Kabupaten Konawe Kepulauan,74,Sulawesi Tenggara,453,1319,71,1693,11,16,11,68.8
741204,Wawonii Timur,7412,Kabupaten Konawe Kepulauan,74,Sulawesi Tenggara,591,1821,118,2530,26,13,13,100.0
