kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov,votes_jokowi,votes_prabowo,suara_sah,suara_tidak_sah,suara_total
332616,Wiradesa,3326,Kabupaten Pekalongan,33,Jawa Tengah,27601,9146,36747,824,37567
332617,Siwalan,3326,Kabupaten Pekalongan,33,Jawa Tengah,19439,3573,23009,684,23795
332618,Karangdadap,3326,Kabupaten Pekalongan,33,Jawa Tengah,21485,3366,24851,884,25807
332619,Wonokerto,3326,Kabupaten Pekalongan,33,Jawa Tengah,20362,4246,24575,731,25303
332701,Moga,3327,Kabupaten Pemalang,33,Jawa Tengah,22203,13836,35812,1162,37182
332702,Pulosari,3327,Kabupaten Pemalang,33,Jawa Tengah,23935,9462,32665,2187,35235
332703,Belik,3327,Kabupaten Pemalang,33,Jawa Tengah,46874,13335,59909,2336,62545
332704,Watukumpul,3327,Kabupaten Pemalang,33,Jawa Tengah,30376,7524,37528,1883,39464
332705,Bodeh,3327,Kabupaten Pemalang,33,Jawa Tengah,27698,6460,34143,946,35322
332706,Bantarbolang,3327,Kabupaten Pemalang,33,Jawa Tengah,34714,8899,43637,1525,44661
332707,Randudongkal,3327,Kabupaten Pemalang,33,Jawa Tengah,42277,16468,58700,1669,60303
332708,Pemalang,3327,Kabupaten Pemalang,33,Jawa Tengah,78718,31855,110212,3512,113454
332709,Taman,3327,Kabupaten Pemalang,33,Jawa Tengah,73141,26862,99732,3113,102396
332710,Petarukan,3327,Kabupaten Pemalang,33,Jawa Tengah,68512,21180,89503,2154,91397
332711,Ampelgading,3327,Kabupaten Pemalang,33,Jawa Tengah,32691,8413,41175,995,42143
332712,Comal,3327,Kabupaten Pemalang,33,Jawa Tengah,42686,12642,54874,1794,55956
332713,Ulujami,3327,Kabupaten Pemalang,33,Jawa Tengah,52185,11533,63785,1576,64955
332714,Warungpring,3327,Kabupaten Pemalang,33,Jawa Tengah,16401,4906,21290,875,22301
332801,Margasari,3328,Kabupaten Tegal,33,Jawa Tengah,36351,21685,57262,1671,58921
332802,Bumijawa,3328,Kabupaten Tegal,33,Jawa Tengah,27453,24552,51903,2070,54684
332803,Bojong,3328,Kabupaten Tegal,33,Jawa Tengah,22952,14474,37172,1637,38988
332804,Balapulang,3328,Kabupaten Tegal,33,Jawa Tengah,31253,17031,48071,1751,49730
332805,Pagerbarang,3328,Kabupaten Tegal,33,Jawa Tengah,21396,10435,30894,1802,32880
332806,Lebaksiu,3328,Kabupaten Tegal,33,Jawa Tengah,32829,16544,49269,1298,50569
332807,Jatinegara,3328,Kabupaten Tegal,33,Jawa Tengah,19687,10347,29743,1775,31410
332808,Kedungbanteng,3328,Kabupaten Tegal,33,Jawa Tengah,15626,8461,24189,1020,25116
332809,Pangkah,3328,Kabupaten Tegal,33,Jawa Tengah,36538,28329,64326,1919,66351
332810,Slawi,3328,Kabupaten Tegal,33,Jawa Tengah,26140,20083,45512,1250,47080
332811,Adiwerna,3328,Kabupaten Tegal,33,Jawa Tengah,48864,26064,74078,2276,76549
332812,Talang,3328,Kabupaten Tegal,33,Jawa Tengah,39282,23522,62790,1638,64200
332813,Dukuhturi,3328,Kabupaten Tegal,33,Jawa Tengah,31669,21897,53339,1085,54644
332814,Tarub,3328,Kabupaten Tegal,33,Jawa Tengah,30204,17543,47715,1414,49079
332815,Kramat,3328,Kabupaten Tegal,33,Jawa Tengah,44630,23176,67693,1488,69303
332816,Suradadi,3328,Kabupaten Tegal,33,Jawa Tengah,35341,14351,49516,1220,51274
332817,Warureja,3328,Kabupaten Tegal,33,Jawa Tengah,25038,9623,34698,1298,35678
332818,Dukuhwaru,3328,Kabupaten Tegal,33,Jawa Tengah,24233,11934,36027,1178,37022
332901,Salem,3329,Kabupaten Brebes,33,Jawa Tengah,17914,18918,36586,883,37465
332902,Bantarkawung,3329,Kabupaten Brebes,33,Jawa Tengah,33720,19352,53075,1267,54483
332903,Bumiayu,3329,Kabupaten Brebes,33,Jawa Tengah,37561,23003,60130,1785,61911
332904,Paguyangan,3329,Kabupaten Brebes,33,Jawa Tengah,43326,16194,59244,1893,61069
332905,Sirampog,3329,Kabupaten Brebes,33,Jawa Tengah,21426,15440,36500,1122,37290
332906,Tonjong,3329,Kabupaten Brebes,33,Jawa Tengah,24383,14718,39169,1157,40255
332907,Jatibarang,3329,Kabupaten Brebes,33,Jawa Tengah,30966,16218,46742,1786,48747
332908,Wanasari,3329,Kabupaten Brebes,33,Jawa Tengah,64879,23013,88034,2406,90624
332909,Brebes,3329,Kabupaten Brebes,33,Jawa Tengah,64354,32894,96960,2871,100241
332910,Songgom,3329,Kabupaten Brebes,33,Jawa Tengah,31329,10569,41597,1484,43296
332911,Kersana,3329,Kabupaten Brebes,33,Jawa Tengah,27699,9750,37309,965,38174
332912,Losari,3329,Kabupaten Brebes,33,Jawa Tengah,56158,18243,74525,1649,75836
332913,Tanjung,3329,Kabupaten Brebes,33,Jawa Tengah,44043,11774,55644,1439,57099
332914,Bulakamba,3329,Kabupaten Brebes,33,Jawa Tengah,69283,23684,92315,3264,95727
332915,Larangan,3329,Kabupaten Brebes,33,Jawa Tengah,64031,22219,86060,3108,88812
332916,Ketanggungan,3329,Kabupaten Brebes,33,Jawa Tengah,55995,23788,79780,2213,81864
332917,Banjarharjo,3329,Kabupaten Brebes,33,Jawa Tengah,52307,18568,70555,1837,72971
337101,Magelang Selatan,3371,Kota Magelang,33,Jawa Tengah,18945,8030,26983,690,27644
337102,Magelang Utara,3371,Kota Magelang,33,Jawa Tengah,14406,9643,23651,655,24263
337103,Magelang Tengah,3371,Kota Magelang,33,Jawa Tengah,22790,7594,30220,812,31033
337201,Laweyan,3372,Kota Surakarta,33,Jawa Tengah,50976,14018,64592,1192,65556
337202,Serengan,3372,Kota Surakarta,33,Jawa Tengah,28621,6278,34899,528,35424
337203,Pasar Kliwon,3372,Kota Surakarta,33,Jawa Tengah,41086,13901,54999,857,55180
337204,Jebres,3372,Kota Surakarta,33,Jawa Tengah,83093,12687,95316,1450,96090
337205,Banjarsari,3372,Kota Surakarta,33,Jawa Tengah,97851,18287,115104,2100,116373
337301,Sidorejo,3373,Kota Salatiga,33,Jawa Tengah,26456,7625,34081,662,34777
337302,Tingkir,3373,Kota Salatiga,33,Jawa Tengah,22271,6027,28258,589,29424
337303,Argomulyo,3373,Kota Salatiga,33,Jawa Tengah,23844,6557,30405,761,31166
337304,Sidomukti,3373,Kota Salatiga,33,Jawa Tengah,21644,6314,27998,652,28647
337401,Semarang Tengah,3374,Kota Semarang,33,Jawa Tengah,31210,5984,36763,827,37708
337402,Semarang Utara,3374,Kota Semarang,33,Jawa Tengah,61303,11625,72351,1795,72459
337403,Semarang Timur,3374,Kota Semarang,33,Jawa Tengah,38330,6373,44603,811,44933
337404,Gayamsari,3374,Kota Semarang,33,Jawa Tengah,34777,7910,42742,857,43600
337405,Genuk,3374,Kota Semarang,33,Jawa Tengah,53641,13538,67138,1489,67965
337406,Pedurungan,3374,Kota Semarang,33,Jawa Tengah,88497,27304,115238,2348,117391
337407,Semarang Selatan,3374,Kota Semarang,33,Jawa Tengah,32932,9299,42018,1072,42893
337408,Candisari,3374,Kota Semarang,33,Jawa Tengah,38716,9845,48510,853,48885
337409,Gajahmungkur,3374,Kota Semarang,33,Jawa Tengah,28361,8725,36756,839,37789
337410,Tembalang,3374,Kota Semarang,33,Jawa Tengah,80451,25750,106064,1961,107767
337411,Banyumanik,3374,Kota Semarang,33,Jawa Tengah,61463,23872,85047,1495,86235
337412,Gunungpati,3374,Kota Semarang,33,Jawa Tengah,43313,13854,56918,1727,58380
337413,Semarang Barat,3374,Kota Semarang,33,Jawa Tengah,77306,18074,94723,2303,97009
337414,Mijen,3374,Kota Semarang,33,Jawa Tengah,31697,11145,42348,1232,43834
337415,Ngaliyan,3374,Kota Semarang,33,Jawa Tengah,62971,22247,84164,2556,85263
337416,Tugu,3374,Kota Semarang,33,Jawa Tengah,14717,5481,19928,688,20316
337501,Pekalongan Barat,3375,Kota Pekalongan,33,Jawa Tengah,43413,15583,58867,1672,60461
337502,Pekalongan Timur,3375,Kota Pekalongan,33,Jawa Tengah,29341,13133,42063,2000,44004
337503,Pekalongan Utara,3375,Kota Pekalongan,33,Jawa Tengah,34578,13713,47972,1734,49463
337504,Pekalongan Selatan,3375,Kota Pekalongan,33,Jawa Tengah,31004,7487,38471,1133,39517
337601,Tegal Barat,3376,Kota Tegal,33,Jawa Tengah,26813,13605,40465,935,41413
337602,Tegal Timur,3376,Kota Tegal,33,Jawa Tengah,29294,19417,48707,1000,49755
337603,Tegal Selatan,3376,Kota Tegal,33,Jawa Tengah,22772,16524,39253,1099,40400
337604,Margadana,3376,Kota Tegal,33,Jawa Tengah,18128,9250,27011,1142,28394
340101,Temon,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,12077,6103,18180,404,18339
340102,Wates,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,19950,10775,30470,904,31594
340103,Panjatan,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,15797,8792,24489,618,25256
340104,Galur,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,12464,8622,21080,694,21774
340105,Lendah,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,17514,9447,27070,930,27988
340106,Sentolo,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,21979,10467,32146,861,33303
340107,Pengasih,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,21876,11324,32961,1045,33755
340108,Kokap,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,17708,5504,23216,526,23327
340109,Girimulyo,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,12228,4119,16347,466,16844
340110,Nanggulan,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,13402,6758,20160,519,20679
340111,Samigaluh,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,13439,5164,18601,530,19061
340112,Kalibawang,3401,Kabupaten Kulon Progo,34,Daerah Istimewa Yogyakarta,14034,5617,19511,592,19859
340201,Srandakan,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,14287,6790,20933,538,21670
340202,Sanden,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,13684,8090,21775,603,22378
340203,Kretek,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,14060,6691,20751,550,21330
340204,Pundong,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,17616,6499,24075,589,24701
340205,Bambanglipuro,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,19633,8020,27951,735,28654
340206,Pandak,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,25669,9501,35170,857,35707
340207,Pajangan,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,18065,6324,24397,588,24964
340208,Bantul,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,28161,14317,42379,960,43051
340209,Jetis,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,26436,12490,38889,972,38820
340210,Imogiri,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,30765,11274,41879,1030,43119
340211,Dlingo,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,22412,4548,26783,629,27111
340212,Banguntapan,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,43017,27760,70492,1755,70422
340213,Pleret,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,21411,9972,31381,568,31969
340214,Piyungan,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,23638,11322,34959,544,35576
340215,Sewon,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,44859,21664,65834,1658,67426
340216,Kasihan,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,43906,24834,67978,1604,69835
340217,Sedayu,3402,Kabupaten Bantul,34,Daerah Istimewa Yogyakarta,19334,12054,31388,687,32146
340301,Wonosari,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,41137,16516,57412,1412,59099
340302,Nglipar,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,15877,5638,21485,561,22045
340303,Playen,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,29583,10182,39761,849,40511
340304,Patuk,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,16233,5987,21973,735,22710
340305,Paliyan,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,15104,6093,21197,590,21785
340306,Panggang,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,15455,4026,19481,568,20049
340307,Tepus,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,17899,6806,24588,1080,25667
340308,Semanu,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,30907,8413,39321,1156,40512
340309,Karangmojo,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,27612,8312,35897,881,36441
340310,Ponjong,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,28441,7493,35782,1159,36730
340311,Rongkop,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,15552,4276,19828,749,20602
340312,Semin,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,29036,6835,35516,524,35357
340313,Ngawen,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,17379,4450,21611,850,22513
340314,Gedangsari,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,20500,3852,24359,478,24906
340315,Saptosari,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,20576,5617,26197,761,26762
340316,Girisubo,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,12785,3636,16244,849,17096
340317,Tanjungsari,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,15020,5301,20321,664,20985
340318,Purwosari,3403,Kabupaten Gunungkidul,34,Daerah Istimewa Yogyakarta,10437,3241,13677,603,14301
340401,Gamping,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,37255,20860,57849,1235,58176
340402,Godean,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,29543,15971,45511,904,46302
340403,Moyudan,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,11709,10991,22351,378,23073
340404,Minggir,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,13720,8092,21635,445,22262
340405,Seyegan,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,22865,11018,33808,892,34537
340406,Mlati,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,41870,18745,60403,1259,61215
340407,Depok,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,53487,23165,75673,1180,75270
340408,Berbah,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,23987,11750,35901,650,35524
340409,Prambanan,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,24472,10826,35298,691,35616
340410,Kalasan,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,36978,15755,52292,856,53563
340411,Ngemplak,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,27189,13102,40291,800,41272
340412,Ngaglik,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,39328,19728,58498,898,60067
340413,Sleman,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,29526,15527,44946,860,45977
340414,Tempel,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,22777,12959,35455,936,36802
340415,Turi,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,15629,9398,25029,545,25582
340416,Pakem,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,17523,8085,25608,641,25766
340417,Cangkringan,3404,Kabupaten Sleman,34,Daerah Istimewa Yogyakarta,15224,6241,21317,517,21830
347101,Tegalrejo,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,17401,6803,24188,434,24634
347102,Jetis,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,13334,4191,17581,268,18027
347103,Gondokusuman,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,20260,7857,27850,666,28511
347104,Danurejan,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,9749,4201,13800,210,14010
347105,Gedongtengen,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,10058,2864,12922,195,13097
347106,Ngampilan,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,7057,4807,11864,182,12046
347107,Wirobrajan,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,11744,6305,17843,503,18367
347108,Mantrijeron,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,14906,8343,23249,410,23439
347109,Kraton,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,9604,5082,14394,438,14753
347110,Gondomanan,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,6759,3144,9903,381,10064
347111,Pakualaman,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,5300,2168,7468,128,7597
347112,Mergangsan,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,13748,7447,21195,299,21528
347113,Umbulharjo,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,26848,18821,45578,987,46443
347114,Kotagede,3471,Kota Yogyakarta,34,Daerah Istimewa Yogyakarta,11985,10027,21852,568,22500
350101,Donorojo,3501,Kabupaten Pacitan,35,Jawa Timur,10763,11145,21908,932,22839
350102,Pringkuku,3501,Kabupaten Pacitan,35,Jawa Timur,4844,15152,19996,737,20733
350103,Punung,3501,Kabupaten Pacitan,35,Jawa Timur,6946,15274,22159,614,22985
350104,Pacitan,3501,Kabupaten Pacitan,35,Jawa Timur,8696,39444,48138,1068,49265
350105,Kebonagung,3501,Kabupaten Pacitan,35,Jawa Timur,6849,22338,29147,763,29910
350106,Arjosari,3501,Kabupaten Pacitan,35,Jawa Timur,8087,16313,24609,792,25401
350107,Nawangan,3501,Kabupaten Pacitan,35,Jawa Timur,13563,15212,28783,935,29828
350108,Bandar,3501,Kabupaten Pacitan,35,Jawa Timur,10577,15505,26082,1149,27131
350109,Tegalombo,3501,Kabupaten Pacitan,35,Jawa Timur,11075,18790,29857,839,30777
350110,Tulakan,3501,Kabupaten Pacitan,35,Jawa Timur,15432,31726,47164,1918,49171
350111,Ngadirojo,3501,Kabupaten Pacitan,35,Jawa Timur,10134,18808,28789,961,29803
350112,Sudimoro,3501,Kabupaten Pacitan,35,Jawa Timur,9043,10916,20159,559,20622
350201,Slahung,3502,Kabupaten Ponorogo,35,Jawa Timur,22029,11317,33346,1076,34422
350202,Ngrayun,3502,Kabupaten Ponorogo,35,Jawa Timur,29213,9270,38483,908,39393
350203,Bungkal,3502,Kabupaten Ponorogo,35,Jawa Timur,15767,8256,24023,1265,25336
350204,Sambit,3502,Kabupaten Ponorogo,35,Jawa Timur,18981,5967,24948,972,25919
350205,Sawoo,3502,Kabupaten Ponorogo,35,Jawa Timur,27679,10490,38169,974,39113
350206,Sooko,3502,Kabupaten Ponorogo,35,Jawa Timur,11408,4009,15417,641,16058
350207,Pulung,3502,Kabupaten Ponorogo,35,Jawa Timur,23970,8443,32413,1452,33867
350208,Mlarak,3502,Kabupaten Ponorogo,35,Jawa Timur,12891,9966,22857,625,23582
350209,Jetis,3502,Kabupaten Ponorogo,35,Jawa Timur,12357,7765,20122,516,20638
350210,Siman,3502,Kabupaten Ponorogo,35,Jawa Timur,18735,10741,29476,997,30466
350211,Balong,3502,Kabupaten Ponorogo,35,Jawa Timur,20188,9328,29324,1023,29896
350212,Kauman,3502,Kabupaten Ponorogo,35,Jawa Timur,20329,7439,27768,1244,29219
350213,Badegan,3502,Kabupaten Ponorogo,35,Jawa Timur,15649,4425,20065,545,20610
350214,Sampung,3502,Kabupaten Ponorogo,35,Jawa Timur,20256,4541,24777,990,25767
350215,Sukorejo,3502,Kabupaten Ponorogo,35,Jawa Timur,28067,7201,35268,1138,36411
350216,Babadan,3502,Kabupaten Ponorogo,35,Jawa Timur,32015,10592,42607,1455,44080
350217,Ponorogo,3502,Kabupaten Ponorogo,35,Jawa Timur,32172,14966,46906,1164,48165
350218,Jenangan,3502,Kabupaten Ponorogo,35,Jawa Timur,24055,11523,35578,1273,37125
350219,Ngebel,3502,Kabupaten Ponorogo,35,Jawa Timur,10651,2491,13142,582,13724
350220,Jambon,3502,Kabupaten Ponorogo,35,Jawa Timur,20731,6011,26742,1091,27833
350221,Pudak,3502,Kabupaten Ponorogo,35,Jawa Timur,4222,1737,5959,353,6558
350301,Panggul,3503,Kabupaten Trenggalek,35,Jawa Timur,35177,11689,46866,1612,48478
350302,Munjungan,3503,Kabupaten Trenggalek,35,Jawa Timur,27969,6121,34081,820,34901
350303,Pule,3503,Kabupaten Trenggalek,35,Jawa Timur,28075,7435,35510,1012,36522
350304,Dongko,3503,Kabupaten Trenggalek,35,Jawa Timur,34492,5563,39887,1625,41308
350305,Tugu,3503,Kabupaten Trenggalek,35,Jawa Timur,20662,9417,30079,780,30856
350306,Karangan,3503,Kabupaten Trenggalek,35,Jawa Timur,20935,9552,30489,1010,31496
350307,Kampak,3503,Kabupaten Trenggalek,35,Jawa Timur,19060,3998,23057,827,23946
350308,Watulimo,3503,Kabupaten Trenggalek,35,Jawa Timur,36302,7392,43651,891,44565
350309,Bendungan,3503,Kabupaten Trenggalek,35,Jawa Timur,13586,3779,17365,689,18056
350310,Gandusari,3503,Kabupaten Trenggalek,35,Jawa Timur,25234,8498,33732,960,34653
350311,Trenggalek,3503,Kabupaten Trenggalek,35,Jawa Timur,27023,13356,40380,1562,41812
350312,Pogalan,3503,Kabupaten Trenggalek,35,Jawa Timur,24945,7585,32530,885,33415
350313,Durenan,3503,Kabupaten Trenggalek,35,Jawa Timur,25077,6885,31962,815,32529
350314,Suruh,3503,Kabupaten Trenggalek,35,Jawa Timur,13299,3486,16785,424,17209
350401,Tulungagung,3504,Kabupaten Tulungagung,35,Jawa Timur,27254,9609,36669,914,37296
350402,Boyolangu,3504,Kabupaten Tulungagung,35,Jawa Timur,41197,9143,50339,973,51354
350403,Kedungwaru,3504,Kabupaten Tulungagung,35,Jawa Timur,45197,11845,56860,1438,58311
350404,Ngantru,3504,Kabupaten Tulungagung,35,Jawa Timur,29424,5403,34828,649,35375
350405,Kauman,3504,Kabupaten Tulungagung,35,Jawa Timur,24697,8209,32908,906,33621
350406,Pagerwojo,3504,Kabupaten Tulungagung,35,Jawa Timur,18499,2998,21317,545,21865
350407,Sendang,3504,Kabupaten Tulungagung,35,Jawa Timur,25202,4609,29655,1148,30795
350408,Karangrejo,3504,Kabupaten Tulungagung,35,Jawa Timur,20394,6611,27005,855,27646
350409,Gondang,3504,Kabupaten Tulungagung,35,Jawa Timur,26990,7835,34823,997,35984
350410,Sumbergempol,3504,Kabupaten Tulungagung,35,Jawa Timur,36267,6080,42345,902,43202
350411,Ngunut,3504,Kabupaten Tulungagung,35,Jawa Timur,40671,7209,47851,951,48796
350412,Pucanglaban,3504,Kabupaten Tulungagung,35,Jawa Timur,12509,2399,14908,389,15297
350413,Rejotangan,3504,Kabupaten Tulungagung,35,Jawa Timur,38603,8215,46665,854,47587
350414,Kalidawir,3504,Kabupaten Tulungagung,35,Jawa Timur,38556,5227,43784,815,44744
350415,Besuki,3504,Kabupaten Tulungagung,35,Jawa Timur,18759,4320,22979,434,23235
350416,Campurdarat,3504,Kabupaten Tulungagung,35,Jawa Timur,29302,5593,34857,511,35367
350417,Bandung,3504,Kabupaten Tulungagung,35,Jawa Timur,23762,5872,29634,602,30235
350418,Pakel,3504,Kabupaten Tulungagung,35,Jawa Timur,26882,6214,33092,494,33234
350419,Tanggunggunung,3504,Kabupaten Tulungagung,35,Jawa Timur,13966,1943,15909,330,16239
350501,Wonodadi,3505,Kabupaten Blitar,35,Jawa Timur,26279,4620,30726,830,31556
350502,Udanawu,3505,Kabupaten Blitar,35,Jawa Timur,22361,4173,26534,699,27081
350503,Srengat,3505,Kabupaten Blitar,35,Jawa Timur,34615,7144,41759,1057,42815
350504,Kademangan,3505,Kabupaten Blitar,35,Jawa Timur,37096,5989,42985,792,43642
350505,Bakung,3505,Kabupaten Blitar,35,Jawa Timur,15474,2199,17673,382,17977
350506,Ponggok,3505,Kabupaten Blitar,35,Jawa Timur,56389,8391,64780,1852,67016
350507,Sanankulon,3505,Kabupaten Blitar,35,Jawa Timur,28796,5764,34387,1025,35412
350508,Wonotirto,3505,Kabupaten Blitar,35,Jawa Timur,21711,1824,23500,716,24063
350509,Nglegok,3505,Kabupaten Blitar,35,Jawa Timur,39091,6561,45727,1383,47209
350510,Kanigoro,3505,Kabupaten Blitar,35,Jawa Timur,39817,8856,48224,1504,49671
350511,Garum,3505,Kabupaten Blitar,35,Jawa Timur,34301,6267,40569,1333,41904
350512,Sutojayan,3505,Kabupaten Blitar,35,Jawa Timur,26281,5175,31437,827,32217
350513,Panggungrejo,3505,Kabupaten Blitar,35,Jawa Timur,23329,3608,26937,588,27525
350514,Talun,3505,Kabupaten Blitar,35,Jawa Timur,33333,6961,40294,969,41080
350515,Gandusari,3505,Kabupaten Blitar,35,Jawa Timur,38864,5802,44665,1271,45987
350516,Binangun,3505,Kabupaten Blitar,35,Jawa Timur,24340,4611,28851,654,29637
350517,Wlingi,3505,Kabupaten Blitar,35,Jawa Timur,27339,5150,32492,716,33208
350518,Doko,3505,Kabupaten Blitar,35,Jawa Timur,21742,3500,25210,556,25731
350519,Kesamben,3505,Kabupaten Blitar,35,Jawa Timur,26905,4635,31468,591,32261
350520,Wates,3505,Kabupaten Blitar,35,Jawa Timur,16624,2091,18721,417,19137
350521,Selorejo,3505,Kabupaten Blitar,35,Jawa Timur,19678,3530,23204,531,23739
350522,Selopuro,3505,Kabupaten Blitar,35,Jawa Timur,22478,4187,26668,647,27310
350601,Semen,3506,Kabupaten Kediri,35,Jawa Timur,28134,4751,32673,1149,33824
350602,Mojo,3506,Kabupaten Kediri,35,Jawa Timur,40137,7078,47225,1927,49128
350603,Kras,3506,Kabupaten Kediri,35,Jawa Timur,30795,7158,37953,905,39057
350604,Ngadiluwih,3506,Kabupaten Kediri,35,Jawa Timur,38860,9192,47809,1451,49176
350605,Kandat,3506,Kabupaten Kediri,35,Jawa Timur,31415,6361,37604,1253,38435
350606,Wates,3506,Kabupaten Kediri,35,Jawa Timur,47876,7909,55545,1738,57087
350607,Ngancar,3506,Kabupaten Kediri,35,Jawa Timur,26363,3183,29367,1332,30693
350608,Puncu,3506,Kabupaten Kediri,35,Jawa Timur,33935,5265,39200,1106,40306
350609,Plosoklaten,3506,Kabupaten Kediri,35,Jawa Timur,37994,6473,44469,1154,45870
350610,Gurah,3506,Kabupaten Kediri,35,Jawa Timur,40922,10227,50986,1437,52448
350611,Pagu,3506,Kabupaten Kediri,35,Jawa Timur,20237,5097,25333,733,25913
350612,Gampengrejo,3506,Kabupaten Kediri,35,Jawa Timur,16635,4528,21163,563,21754
350613,Grogol,3506,Kabupaten Kediri,35,Jawa Timur,22866,5771,28635,864,29318
350614,Papar,3506,Kabupaten Kediri,35,Jawa Timur,26423,6528,32772,929,33859
350615,Purwoasri,3506,Kabupaten Kediri,35,Jawa Timur,29382,7567,36580,1453,37678
350616,Plemahan,3506,Kabupaten Kediri,35,Jawa Timur,31779,6171,37790,1278,39489
350617,Pare,3506,Kabupaten Kediri,35,Jawa Timur,48522,14239,62725,1387,64291
350618,Kepung,3506,Kabupaten Kediri,35,Jawa Timur,42150,7566,49418,1581,50960
