id,kodam,kodam_address,kodam_lat,kodam_lng,korem,korem_address,korem_lat,korem_lng,kodim,kodim_address,kodim_lat,kodim_lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
289,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 182/Jazira Onim,"Markas Korem 182/Jazira Onim, Fakfak",-2.919099,132.233979,Kodim 1811/Teluk Wondama,"Makodim Kodim 1811/Teluk Wondama, Teluk Wondama",-2.8149925,134.5327669,Wasior,Kabupaten Teluk Wondama,-2.8149925,134.5327669
290,Kodam XVIII/Kasuari,"Arfai, Manokwari Selatan, Manokwari, Papua Barat",-0.9281529,134.0363734,Korem 182/Jazira Onim,"Markas Korem 182/Jazira Onim, Fakfak",-2.919099,132.233979,Kodim 1812/Pegunungan Arfak,"Makodim Kodim 1812/Pegunungan Arfak, Pegunungan Arfak",-1.2749458,133.8802828,Anggi,Kabupaten Pegunungan Arfak,-1.2749458,133.8802828
291,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0304/Agam,"Jl. Jend. Sudirman, Bukit Tinggi 26136",-0.3157755,100.3706313,Aur Birugo Tigo Baleh,Kota Bukittinggi,-0.3157755,100.3706313
292,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0305/Lubuk Sikaping,"Jl. Nusantara, Lubuk Sikaping 26300",0.1358442,100.1685593,Lubuk Sikaping,Kabupaten Pasaman,0.1358442,100.1685593
293,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0306/Sarilamak,"Jl. Olah Raga, Payakumbuh 26211",-0.1680835,100.6597745,Harau,Kabupaten Lima Puluh Kota,-0.1680835,100.6597745
294,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0307/Batusangkar,"Jl. Benteng, Batu Sangkar 27211",-0.4770626,100.6231483,Tanjung Emas,Kabupaten Tanah Datar,-0.4770626,100.6231483
295,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0308/Pariaman,"Jl. Imam Bonjol, Pariaman 22514",-0.6265696,100.1625644,Pariaman Selatan,Kota Pariaman,-0.6265696,100.1625644
296,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0309/Solok,"Jl. HM. Yamin, Solok 27322",-0.7890166,100.6471652,Lubuk Sikarah,Kota Solok,-0.7890166,100.6471652
297,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0310/Sawah Lunto,"Jl. Prof. M. Yamin SH., Muara Sijunjung 27511",-0.6652427,100.9450351,Sijunjung,Kabupaten Sijunjung,-0.6652427,100.9450351
298,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0311/Pesisir Selatan,"Jl. Samudra, Painan 25661",-1.344159,100.5784573,IV Jurai,Kabupaten Pesisir Selatan,-1.344159,100.5784573
299,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0312/Padang,"Jl. Thamrin No. 5, Padang 25211",-0.9549416,100.3628962,Padang Selatan,Kota Padang,-0.9549416,100.3628962
300,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 032/Wirabraja,"Jl. Jend. Sudirman No. 29, Padang 25113",-0.9411549,100.3610348,Kodim 0319/Tuapejat,"Makodim Kodim 0319/Tuapejat, Tuapejat",-2.074055,99.603155,Luak,Kabupaten Lima Puluh Kota,-2.074055,99.603155
301,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 042/Garuda Putih,"Jl. Urip Sumoharjo, Jambi 36126",-1.6103591,103.592069,Kodim 0415/Jambi,"Jl. Untung Suropati, Batanghari/Jambi 36136",-1.6198852,103.6115098,Kota Baru,Kota Jambi,-1.6198852,103.6115098
302,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 042/Garuda Putih,"Jl. Urip Sumoharjo, Jambi 36126",-1.6103591,103.592069,Kodim 0416/Bungo,"Jl. Perwira Muara Bungo No. 3, Bungo Tebo/Jambi 37212",-1.4841855,102.1157386,Limbur Lubuk Mengkuang,Kabupaten Bungo,-1.4841855,102.1157386
303,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 042/Garuda Putih,"Jl. Urip Sumoharjo, Jambi 36126",-1.6103591,103.592069,Kodim 0417/Kerinci,"Jl. Jend. Sudirman, Sungai Penuh/Kerinci 35734",-2.0644279,101.3939415,Sungai Bungkal,Kota Sungai Penuh,-2.0644279,101.3939415
304,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 042/Garuda Putih,"Jl. Urip Sumoharjo, Jambi 36126",-1.6103591,103.592069,Kodim 0419/Tanjung Jabung,"Jl. Beringin, Kuala Tungkal 36513",-0.82608,103.4635151,Tungkal Ilir,Kabupaten Tanjung Jabung Barat,-0.82608,103.4635151
305,Kodam XX/Tuanku Imam Bonjol,"Markas Kodam XX/Tuanku Imam Bonjol, Padang/Sumatera Barat",-0.941237,100.3614076,Korem 042/Garuda Putih,"Jl. Urip Sumoharjo, Jambi 36126",-1.6103591,103.592069,Kodim 0420/Sarolangun,"Jl. Lintas Sumatra, Sarko 37314",-2.303938,102.686003,Sarolangun,Kabupaten Sarolangun,-2.303938,102.686003
306,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0407/Bengkulu,"Jl. Gedang, Bengkulu 38225",-3.8203837,102.2965413,Gading Cempaka,Kota Bengkulu,-3.8203837,102.2965413
307,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0408/Bengkulu Selatan,"Jl. Veteran, Manna 38500",-4.4445777,102.9156663,Kota Manna,Kabupaten Bengkulu Selatan,-4.4445777,102.9156663
308,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0409/Rejang Lebong,"Jl. Merdeka No. 28, Curup 39100",-3.463468,102.5293294,Curup Tengah,Kabupaten Rejang Lebong,-3.463468,102.5293294
309,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0423/Bengkulu Utara,"Makodim Kodim 0423/Bengkulu Utara, Bengkulu Utara",-3.449758,102.1529466,Arma Jaya,Kabupaten Bengkulu Utara,-3.449758,102.1529466
310,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0425/Seluma,"Makodim Kodim 0425/Seluma, Seluma",-4.0665999,102.5709725,Seluma,Kabupaten Seluma,-4.0665999,102.5709725
311,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 041/Garuda Emas,"Jl. Pembangunan Sentral 21210, Bengkulu 38225",-3.8199691,102.2860299,Kodim 0428/Mukomuko,"Makodim Kodim 0428/Mukomuko, Mukomuko",-2.5489803,101.1084833,Kota Mukomuko,Kabupaten Mukomuko,-2.5489803,101.1084833
312,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0410/Bandar Lampung,"Jl. Imam Bonjol, Bandar Lampung 35152",-5.3957796,105.2372935,Tanjungkarang Barat,Kota Bandar Lampung,-5.3957796,105.2372935
313,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0411/Metro,"Jl. Veteran, Metro/Lampung Timur 34114",-5.1077098,105.2930368,Metro Pusat,Kota Metro,-5.1077098,105.2930368
314,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0412/Lampung Utara,"Jl. Raya Kotabumi, Lampung Utara 34513",-4.8507032,104.9130055,Kotabumi Selatan,Kabupaten Lampung Utara,-4.8507032,104.9130055
315,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0421/Lampung Selatan,"Jl. Raya Kalianda No. 30, Kalianda 35511",-5.7125606,105.5881814,Kalianda,Kabupaten Lampung Selatan,-5.7125606,105.5881814
316,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0422/Lampung Barat,"Jl. Raya Liwa, Lampung Barat 34573",-5.0180181,104.0466109,Balik Bukit,Kabupaten Lampung Barat,-5.0180181,104.0466109
317,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0424/Tanggamus,"Jl. Juanda, Kota Agung, Tanggamus 35384",-5.5040116,104.6521853,Kota Agung Timur,Kabupaten Tanggamus,-5.5040116,104.6521853
318,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0426/Tulang Bawang,"Makodim Kodim 0426/Tulang Bawang, Tulang Bawang",-4.5173009,105.2309078,Menggala,Kabupaten Tulang Bawang,-4.5173009,105.2309078
319,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0427/Way Kanan,"Makodim Kodim 0427/Way Kanan, Way Kanan",-4.5197138,104.508314,Blambangan Umpu,Kabupaten Way Kanan,-4.5197138,104.508314
320,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0429/Lampung Timur,"Makodim Kodim 0429/Lampung Timur, Lampung Timur",-5.06331,105.5344459,Sukadana,Kabupaten Lampung Timur,-5.06331,105.5344459
321,Kodam XXI/Radin Inten,"Markas Kodam XXI/Radin Inten, Lampung/Bengkulu area",-5.4015469,105.2601726,Korem 043/Garuda Hitam,"Jl. Teuku Umar No. 85, Tanjung Karang, Bandar Lampung 35112",-5.4015469,105.2601726,Kodim 0433/Lampung Tengah,"Makodim Kodim 0433/Lampung Tengah, Lampung Tengah",-4.8774324,105.2256345,Terbanggi Besar,Kabupaten Lampung Tengah,-4.8774324,105.2256345
322,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Berdiri Sendiri,,,,Kodim 1016/Palangkaraya,"Makodim Kodim 1016/Palangkaraya, Palangkaraya",-2.2096188,113.9346928,Bukit Batu,Kota Palangkaraya,-2.2096188,113.9346928
323,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1001/Amuntai,"Makodim Kodim 1001/Amuntai, Amuntai",-2.4187821,115.2549701,Amuntai Tengah,Kabupaten Hulu Sungai Utara,-2.4187821,115.2549701
324,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1002/Barabai,"Makodim Kodim 1002/Barabai, Barabai",-2.5818691,115.3879593,Barabai,Kabupaten Hulu Sungai Tengah,-2.5818691,115.3879593
325,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1003/Kandangan,"Makodim Kodim 1003/Kandangan, Kandangan",-2.7846606,115.2644743,Kandangan,Kabupaten Hulu Sungai Selatan,-2.7846606,115.2644743
326,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1004/Kotabaru,"Makodim Kodim 1004/Kotabaru, Kotabaru",-3.2490527,116.2172946,Pulaulaut Utara,Kabupaten Kotabaru,-3.2490527,116.2172946
327,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1005/Marabahan,"Makodim Kodim 1005/Marabahan, Marabahan",-2.976383,114.7584017,Tabunganen,Kabupaten Barito Kuala,-2.976383,114.7584017
328,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1006/Martapura,"Makodim Kodim 1006/Martapura, Martapura",-3.4177862,114.8504783,Martapura,Kabupaten Banjar,-3.4177862,114.8504783
329,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1007/Banjarmasin,"Makodim Kodim 1007/Banjarmasin, Banjarmasin",-3.3091481,114.5890173,Banjarmasin Barat,Kota Banjarmasin,-3.3091481,114.5890173
330,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1008/Tanjung,"Makodim Kodim 1008/Tanjung, Tanjung",-2.1618485,115.3837451,Banua Lawas,Kabupaten Tabalong,-2.1618485,115.3837451
331,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1009/Pelaihari,"Makodim Kodim 1009/Pelaihari, Pelaihari",-3.7967564,114.7711073,Pelaihari,Kabupaten Tanah Laut,-3.7967564,114.7711073
332,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1010/Rantau,"Makodim Kodim 1010/Rantau, Rantau",-2.9224654,115.1749537,Bakarangan,Kabupaten Tapin,-2.9224654,115.1749537
333,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1022/Tanah Bumbu,"Makodim Kodim 1022/Tanah Bumbu, Tanah Bumbu",-3.3965342,115.9851669,Kusan Hulu,Kabupaten Tanah Bumbu,-3.3965342,115.9851669
334,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 101/Antasari,"Markas Korem 101/Antasari, Banjarmasin",-3.3161321,114.5919631,Kodim 1023/Batulicin,"Makodim Kodim 1023/Batulicin, Batulicin",-2.3808476,115.4602726,Paringin Selatan,Kabupaten Balangan,-2.3808476,115.4602726
335,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1011/Kuala Kapuas,"Makodim Kodim 1011/Kuala Kapuas, Kuala Kapuas",-3.0048916,114.3900293,Selat,Kabupaten Kapuas,-3.0048916,114.3900293
336,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1012/Barito Selatan,"Makodim Kodim 1012/Barito Selatan, Barito Selatan",-1.727371,114.8369247,Dusun Hilir,Kabupaten Barito Selatan,-1.727371,114.8369247
337,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1013/Muara Teweh,"Makodim Kodim 1013/Muara Teweh, Muara Teweh",-0.9574478,114.8961394,Montallat,Kabupaten Barito Utara,-0.9574478,114.8961394
338,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1014/Pangkalan Bun,"Makodim Kodim 1014/Pangkalan Bun, Pangkalan Bun",-2.6740008,111.6340083,Arut Selatan,Kabupaten Kotawaringin Barat,-2.6740008,111.6340083
339,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1015/Sampit,"Makodim Kodim 1015/Sampit, Sampit",-2.5413723,112.9616814,Baamang,Kabupaten Kotawaringin Timur,-2.5413723,112.9616814
340,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1017/Lamandau,"Makodim Kodim 1017/Lamandau, Lamandau",-2.1963209,111.447413,Sukamara,Kabupaten Sukamara,-2.1963209,111.447413
341,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1018/Gunung Mas,"Makodim Kodim 1018/Gunung Mas, Gunung Mas",-1.1159053,113.8502307,Sepang,Kabupaten Gunung Mas,-1.1159053,113.8502307
342,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1019/Katingan,"Makodim Kodim 1019/Katingan, Katingan",-1.8757765,113.4130729,Kamipang,Kabupaten Katingan,-1.8757765,113.4130729
343,Kodam XXII/Tambun Bungai,"Markas Kodam XXII/Tambun Bungai, Palangkaraya/Kalimantan Tengah",-2.2121683,113.9182328,Korem 102/Panju Panjung,"Markas Korem 102/Panju Panjung, Sampit/Palangkaraya",-2.2124231,113.9189107,Kodim 1020/Murung Raya,"Makodim Kodim 1020/Murung Raya, Murung Raya",-0.688475,114.64556,Dusun Timur,Kabupaten Barito Timur,-0.688475,114.64556
344,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 132/Tadulako,"Markas Korem 132/Tadulako, Palu",-0.8949755,119.8701411,Kodim 1305/Tolitoli,"Makodim Kodim 1305/Tolitoli, Tolitoli",1.0439072,120.8213784,Baolan,Kabupaten Toli-Toli,1.0439072,120.8213784
345,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 132/Tadulako,"Markas Korem 132/Tadulako, Palu",-0.8949755,119.8701411,Kodim 1306/Kota Palu,"Makodim Kodim 1306/Kota Palu, Kota Palu",-0.9008318,119.8896374,Mantikulore,Kota Palu,-0.9008318,119.8896374
346,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 132/Tadulako,"Markas Korem 132/Tadulako, Palu",-0.8949755,119.8701411,Kodim 1307/Poso,"Makodim Kodim 1307/Poso, Poso",-1.3846157,120.7563651,Pamona Timur,Kabupaten Poso,-1.3846157,120.7563651
347,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 132/Tadulako,"Markas Korem 132/Tadulako, Palu",-0.8949755,119.8701411,Kodim 1308/Luwuk,"Makodim Kodim 1308/Luwuk, Luwuk",-0.9444643,122.799492,Lamala,Kabupaten Banggai,-0.9444643,122.799492
348,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 132/Tadulako,"Markas Korem 132/Tadulako, Palu",-0.8949755,119.8701411,Kodim 1311/Morowali,"Makodim Kodim 1311/Morowali, Morowali",-2.4722973,121.9211927,Bungku Tengah,Kabupaten Morowali,-2.4722973,121.9211927
349,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 142/Taro Ada Taro Gau,"Markas Korem 142/Taro Ada Taro Gau, Mamuju",-2.6580181,118.8441632,Kodim 1401/Majene,"Makodim Kodim 1401/Majene, Majene",-3.5409635,118.9868706,Banggae Timur,Kabupaten Majene,-3.5409635,118.9868706
350,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 142/Taro Ada Taro Gau,"Markas Korem 142/Taro Ada Taro Gau, Mamuju",-2.6580181,118.8441632,Kodim 1402/Polewali,"Makodim Kodim 1402/Polewali, Polewali",-3.4068044,119.3030578,Tabulahan,Kabupaten Mamasa,-3.4068044,119.3030578
351,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 142/Taro Ada Taro Gau,"Markas Korem 142/Taro Ada Taro Gau, Mamuju",-2.6580181,118.8441632,Kodim 1418/Mamuju,"Makodim Kodim 1418/Mamuju, Mamuju",-2.6736196,118.8878331,Ulumanda,Kabupaten Majene,-2.6736196,118.8878331
352,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 142/Taro Ada Taro Gau,"Markas Korem 142/Taro Ada Taro Gau, Mamuju",-2.6580181,118.8441632,Kodim 1427/Mamuju Utara,"Makodim Kodim 1427/Mamuju Utara, Mamuju Utara",-1.1787997,119.3825899,Pasangkayu,Kabupaten Pasangkayu,-1.1787997,119.3825899
353,Kodam XXIII/Palaka Wira,"Markas Kodam XXIII/Palaka Wira, Palu/Sulawesi Tengah",-0.8868931,119.8710666,Korem 142/Taro Ada Taro Gau,"Markas Korem 142/Taro Ada Taro Gau, Mamuju",-2.6580181,118.8441632,Kodim 1428/Mamasa,"Makodim Kodim 1428/Mamasa, Mamasa",-2.9384272,119.3799919,Tinambung,Kabupaten Polewali Mandar,-2.9384272,119.3799919
354,Kodam XXIV/Mandala Trikora,"Markas Kodam XXIV/Mandala Trikora, Merauke/Papua Selatan",-8.3903112,140.5151632,Korem 174/Anim Ti Waninggap,"Markas Korem 174/Anim Ti Waninggap, Merauke",-8.3903112,140.5151632,Kodim 1704/Mappi,"Makodim Kodim 1704/Mappi, Mappi",-6.5564706,139.3002429,Obaa,Kabupaten Mappi,-6.5564706,139.3002429
