kodim_id,korem_id,kodam_id,kodam,korem,name,address,lat,lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
KODIM-197,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1206/Putussibau,"Makodim Kodim 1206/Putussibau, Putussibau",0.8583426,112.9255926,Putussibau Utara,Kabupaten Kapuas Hulu,0.8583426,112.9255926
KODIM-198,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1208/Sambas,"Makodim Kodim 1208/Sambas, Sambas",1.358179,109.2959283,Sambas,Kabupaten Sambas,1.358179,109.2959283
KODIM-199,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1209/Bengkayang,"Makodim Kodim 1209/Bengkayang, Bengkayang",0.8876007,109.4997719,Bengkayang,Kabupaten Bengkayang,0.8876007,109.4997719
KODIM-200,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1210/Landak,"Makodim Kodim 1210/Landak, Landak",0.3889954,109.8548554,Ngabang,Kabupaten Landak,0.3889954,109.8548554
KODIM-201,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1301/Sangihe,"Makodim Kodim 1301/Sangihe, Sangihe",3.6104771,125.4760615,Tahuna,Kabupaten Kepulauan Sangihe,3.6104771,125.4760615
KODIM-202,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1302/Minahasa,"Makodim Kodim 1302/Minahasa, Minahasa",1.3152135,124.9115394,Tondano Selatan,Kabupaten Minahasa,1.3152135,124.9115394
KODIM-203,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1303/Kotamobagu,"Makodim Kodim 1303/Kotamobagu, Kotamobagu",0.7427063,124.3141524,Kotamobagu Barat,Kota Kotamobagu,0.7427063,124.3141524
KODIM-204,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1309/Kota Manado,"Makodim Kodim 1309/Kota Manado, Kota Manado",1.4482969,124.8389065,Malalayang,Kota Manado,1.4482969,124.8389065
KODIM-205,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1310/Bitung,"Makodim Kodim 1310/Bitung, Bitung",1.4435005,125.1660876,Madidir,Kota Bitung,1.4435005,125.1660876
KODIM-206,KOREM-035,KODAM-11,Kodam XIII/Merdeka,Korem 131/Santiago,Kodim 1312/Talaud,"Makodim Kodim 1312/Talaud, Talaud",4.0093269,126.6853371,Likupang Barat,Kabupaten Minahasa Utara,4.0093269,126.6853371
KODIM-207,KOREM-036,KODAM-11,Kodam XIII/Merdeka,Korem 133/Nani Wartabone,Kodim 1304/Kota Gorontalo,"Makodim Kodim 1304/Kota Gorontalo, Kota Gorontalo",0.5359739,123.0601518,Kota Selatan,Kota Gorontalo,0.5359739,123.0601518
KODIM-208,KOREM-036,KODAM-11,Kodam XIII/Merdeka,Korem 133/Nani Wartabone,Kodim 1313/Pohuwato,"Makodim Kodim 1313/Pohuwato, Pohuwato",0.456023,121.950158,Marisa,Kabupaten Pohuwato,0.456023,121.950158
KODIM-209,KOREM-036,KODAM-11,Kodam XIII/Merdeka,Korem 133/Nani Wartabone,Kodim 1314/Gorontalo Utara,"Makodim Kodim 1314/Gorontalo Utara, Gorontalo Utara",0.8017062,122.8688016,Kwandang,Kabupaten Gorontalo Utara,0.8017062,122.8688016
KODIM-210,KOREM-036,KODAM-11,Kodam XIII/Merdeka,Korem 133/Nani Wartabone,Kodim 1315/Kabupaten Gorontalo,"Makodim Kodim 1315/Kabupaten Gorontalo, Kabupaten Gorontalo",0.5820304,122.9217697,Tabongo,Kabupaten Gorontalo,0.5820304,122.9217697
KODIM-211,KOREM-036,KODAM-11,Kodam XIII/Merdeka,Korem 133/Nani Wartabone,Kodim 1316/Boalemo,"Makodim Kodim 1316/Boalemo, Boalemo",0.5546155,122.3699103,Tilamuta,Kabupaten Boalemo,0.5546155,122.3699103
KODIM-212,KOREM-037,KODAM-12,Kodam XIV/Hasanuddin,Berdiri Sendiri,Kodim 1408/Makassar,"Makodim Kodim 1408/Makassar, Makassar",-5.152059,119.419342,Mamajang,Kota Makassar,-5.152059,119.419342
KODIM-213,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1403/Palopo,"Makodim Kodim 1403/Palopo, Palopo",-2.995626,120.1941834,Wara,Kota Palopo,-2.995626,120.1941834
KODIM-214,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1404/Pinrang,"Makodim Kodim 1404/Pinrang, Pinrang",-3.7906211,119.6586885,Patampanua,Kabupaten Pinrang,-3.7906211,119.6586885
KODIM-215,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1405/Pare-pare,"Makodim Kodim 1405/Pare-pare, Pare-pare",-4.0008185,119.6471184,Soreang,Kota Parepare,-4.0008185,119.6471184
KODIM-216,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1406/Sengkang,"Makodim Kodim 1406/Sengkang, Sengkang",-4.1219792,120.0349691,Tempe,Kabupaten Wajo,-4.1219792,120.0349691
KODIM-217,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1407/Watampone,"Makodim Kodim 1407/Watampone, Watampone",-4.5458384,120.3242681,Tanete Riattang,Kabupaten Bone,-4.5458384,120.3242681
KODIM-218,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1409/Sungguminasa,"Makodim Kodim 1409/Sungguminasa, Sungguminasa",-5.199122,119.4455732,Somba Opu,Kabupaten Gowa,-5.199122,119.4455732
KODIM-219,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1410/Bantaeng,"Makodim Kodim 1410/Bantaeng, Bantaeng",-5.5479198,119.9465978,Bantaeng,Kabupaten Bantaeng,-5.5479198,119.9465978
KODIM-220,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1411/Bulukumba,"Makodim Kodim 1411/Bulukumba, Bulukumba",-5.5508361,120.2018365,Bulukumpa,Kabupaten Bulukumba,-5.5508361,120.2018365
KODIM-221,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1414/Makale,"Makodim Kodim 1414/Makale, Makale",-2.9757864,119.8958328,Makale,Kabupaten Tana Toraja,-2.9757864,119.8958328
KODIM-222,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1415/Selayar,"Makodim Kodim 1415/Selayar, Selayar",-6.112019,120.4642541,Pasimasunggu,Kabupaten Kepulauan Selayar,-6.112019,120.4642541
KODIM-223,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1419/Enrekang,"Makodim Kodim 1419/Enrekang, Enrekang",-3.5623182,119.7677605,Alla,Kabupaten Enrekang,-3.5623182,119.7677605
KODIM-224,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1420/Sidrap,"Makodim Kodim 1420/Sidrap, Sidrap",-3.9159455,119.7736627,Panca Lautang,Kabupaten Sidenreng Rappang,-3.9159455,119.7736627
KODIM-225,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1421/Pangkep,"Makodim Kodim 1421/Pangkep, Pangkep",-4.8377463,119.5513292,Liukang Tangaya,Kabupaten Pangkajene dan Kepulauan,-4.8377463,119.5513292
KODIM-226,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1422/Maros,"Makodim Kodim 1422/Maros, Maros",-5.0004809,119.5726375,Turikale,Kabupaten Maros,-5.0004809,119.5726375
KODIM-227,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1423/Soppeng,"Makodim Kodim 1423/Soppeng, Soppeng",-4.3374771,119.8873633,Lalabata,Kabupaten Soppeng,-4.3374771,119.8873633
KODIM-228,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1424/Sinjai,"Makodim Kodim 1424/Sinjai, Sinjai",-5.1274183,120.2497728,Sinjai Utara,Kabupaten Sinjai,-5.1274183,120.2497728
KODIM-229,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1425/Jeneponto,"Makodim Kodim 1425/Jeneponto, Jeneponto",-5.666644,119.7287777,Binamu,Kabupaten Jeneponto,-5.666644,119.7287777
KODIM-230,KOREM-038,KODAM-12,Kodam XIV/Hasanuddin,Korem 141/Toddopuli,Kodim 1426/Takalar,"Makodim Kodim 1426/Takalar, Takalar",-5.4227022,119.4409212,Pattallassang,Kabupaten Takalar,-5.4227022,119.4409212
KODIM-231,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1412/Kolaka,"Makodim Kodim 1412/Kolaka, Kolaka",-4.0657941,121.6195379,Kolaka,Kabupaten Kolaka,-4.0657941,121.6195379
KODIM-232,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1413/Buton,"Makodim Kodim 1413/Buton, Buton",-5.4584857,122.6114968,Wolio,Kota Bau Bau,-5.4584857,122.6114968
KODIM-233,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1416/Muna,"Makodim Kodim 1416/Muna, Muna",-4.8101564,122.7211945,Batalaiworu,Kabupaten Muna,-4.8101564,122.7211945
KODIM-234,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1417/Kendari,"Makodim Kodim 1417/Kendari, Kendari",-3.9618442,122.5282468,Kendari Barat,Kota Kendari,-3.9618442,122.5282468
KODIM-235,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1429/Buton Utara,"Makodim Kodim 1429/Buton Utara, Buton Utara",-4.7639001,123.2008004,Molawe,Kabupaten Konawe Utara,-4.7639001,123.2008004
KODIM-236,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1430/Konawe Utara,"Makodim Kodim 1430/Konawe Utara, Konawe Utara",-3.5519654,122.1344794,Bonegunu,Kabupaten Buton Utara,-3.5519654,122.1344794
KODIM-237,KOREM-039,KODAM-12,Kodam XIV/Hasanuddin,Korem 143/Halu Oleo,Kodim 1431/Bombana,"Makodim Kodim 1431/Bombana, Bombana",-4.6855191,122.0031746,Wangi-Wangi,Kabupaten Wakatobi,-4.6855191,122.0031746
KODIM-238,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0301/Pekanbaru,"Jl. Jend. A. Yani 49, Pekanbaru 28127",0.5207993,101.4430184,Sukajadi,Kota Pekanbaru,0.5207993,101.4430184
KODIM-239,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0302/Rengat,"Jl. Suprapto 1, Rengat 29319",-0.3789899,102.5503212,Rengat,Kabupaten Indragiri Hulu,-0.3789899,102.5503212
KODIM-240,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0303/Bengkalis,"Jl. Sultan Syarif Kasim No. 1, Dumai 28825",1.4865114,102.1367678,Bantan,Kabupaten Bengkalis,1.4865114,102.1367678
KODIM-241,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0313/Kampar,"Jl. Pang Undan, Bangkinang 28411",0.3349788,101.0186278,Bangkinang,Kabupaten Kampar,0.3349788,101.0186278
KODIM-242,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0314/Indragiri Hilir,"Jl. Jend. A. Yani No. 99, Tembilahan 29213",-0.3339079,103.144954,Tembilahan Hulu,Kabupaten Indragiri Hilir,-0.3339079,103.144954
KODIM-243,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0320/Dumai,"Makodim Kodim 0320/Dumai, Dumai",1.6777147,101.4601286,Dumai Timur,Kota Dumai,1.6777147,101.4601286
KODIM-244,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0321/Rokan Hilir,"Makodim Kodim 0321/Rokan Hilir, Rokan Hilir",2.092384,100.8281244,Bangko,Kabupaten Rokan Hilir,2.092384,100.8281244
KODIM-245,KOREM-040,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 031/Wirabima,Kodim 0322/Siak,"Makodim Kodim 0322/Siak, Siak",0.8228158,102.0081609,Siak,Kabupaten Siak,0.8228158,102.0081609
KODIM-246,KOREM-041,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 033/Wira Pratama,Kodim 0315/Tanjung Pinang,"Jl. Thabib No. 6, Tanjung Pinang 29111",0.9130842,104.4774159,Tanjung Pinang Timur,Kota Tanjung Pinang,0.9130842,104.4774159
KODIM-247,KOREM-041,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 033/Wira Pratama,Kodim 0316/Batam,"Jl. Asrama Kodim, Batam 29458",1.1528536,104.0203356,Batu Ampar,Kota Batam,1.1528536,104.0203356
KODIM-248,KOREM-041,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 033/Wira Pratama,Kodim 0317/Tanjung Balai Karimun,"Jl. Poros, Tanjung Balai Karimun 29161",1.0359143,103.3789327,Tebing,Kabupaten Karimun,1.0359143,103.3789327
KODIM-249,KOREM-041,KODAM-13,Kodam XIX/Tuanku Tambusai,Korem 033/Wira Pratama,Kodim 0318/Natuna,"Jl. Sukarno Hatta, Ranai, Natuna 29782",3.9228599,108.3303155,Bunguran Timur,Kabupaten Natuna,3.9228599,108.3303155
KODIM-250,KOREM-042,KODAM-14,Kodam XV/Pattimura,Berdiri Sendiri,Kodim 1504/Ambon,"Makodim Kodim 1504/Ambon, Ambon",-3.6927115,128.1836946,Sirimau,Kota Ambon,-3.6927115,128.1836946
KODIM-251,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1502/Masohi,"Makodim Kodim 1502/Masohi, Masohi",-3.3041426,128.95554,Kota Masohi,Kabupaten Maluku Tengah,-3.3041426,128.95554
KODIM-252,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1503/Tual,"Makodim Kodim 1503/Tual, Tual",-5.6485501,132.7395657,Kei Kecil,Kabupaten Maluku Tenggara,-5.6485501,132.7395657
KODIM-253,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1506/Namlea,"Makodim Kodim 1506/Namlea, Namlea",-3.2786954,127.1130762,Waplau,Kabupaten Buru,-3.2786954,127.1130762
KODIM-254,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1507/Saumlaki,"Makodim Kodim 1507/Saumlaki, Saumlaki",-7.9640847,131.3139283,Tanimbar Selatan,Kabupaten Kepulauan Tanimbar,-7.9640847,131.3139283
KODIM-255,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1511/Pulau Moa,"Makodim Kodim 1511/Pulau Moa, Pulau Moa",-8.1519719,127.7893505,Moa,Kabupaten Maluku Barat Daya,-8.1519719,127.7893505
KODIM-256,KOREM-043,KODAM-14,Kodam XV/Pattimura,Korem 151/Binaiya,Kodim 1513/Seram Barat,"Makodim Kodim 1513/Seram Barat, Seram Barat",-3.0735531,128.1446429,Seram Barat,Kabupaten Seram Bagian Barat,-3.0735531,128.1446429
KODIM-257,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1501/Ternate,"Makodim Kodim 1501/Ternate, Ternate",0.7864587,127.3883404,Kota Ternate Tengah,Kota Ternate,0.7864587,127.3883404
KODIM-258,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1505/Tidore,"Makodim Kodim 1505/Tidore, Tidore",0.6877333,127.4507584,Tidore,Kota Tidore Kepulauan,0.6877333,127.4507584
KODIM-259,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1508/Tobelo,"Makodim Kodim 1508/Tobelo, Tobelo",1.7327211,127.9925291,Galela,Kabupaten Halmahera Utara,1.7327211,127.9925291
KODIM-260,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1509/Labuha,"Makodim Kodim 1509/Labuha, Labuha",-0.6492475,127.4958204,Weda Tengah,Kabupaten Halmahera Tengah,-0.6492475,127.4958204
KODIM-261,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1510/Sanana,"Makodim Kodim 1510/Sanana, Sanana",-2.1165656,125.9602928,Mangoli Timur,Kabupaten Kepulauan Sula,-2.1165656,125.9602928
KODIM-262,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1512/Weda,"Makodim Kodim 1512/Weda, Weda",0.3471525,127.8597789,Obi,Kabupaten Halmahera Selatan,0.3471525,127.8597789
KODIM-263,KOREM-044,KODAM-14,Kodam XV/Pattimura,Korem 152/Baabullah,Kodim 1514/Morotai,"Makodim Kodim 1514/Morotai, Morotai",2.0551214,128.3229273,Morotai Selatan,Kabupaten Pulau Morotai,2.0551214,128.3229273
KODIM-264,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1701/Jayapura,"Makodim Kodim 1701/Jayapura, Jayapura",-2.5321127,140.7166326,Jayapura Utara,Kota Jayapura,-2.5321127,140.7166326
KODIM-265,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1702/Jayawijaya,"Makodim Kodim 1702/Jayawijaya, Jayawijaya",-4.1007429,138.9395227,Wamena,Kabupaten Jayawijaya,-4.1007429,138.9395227
KODIM-266,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1706/Nduga,"Makodim Kodim 1706/Nduga, Nduga",-4.6049794,138.3863687,Kenyam,Kabupaten Nduga,-4.6049794,138.3863687
KODIM-267,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1712/Sarmi,"Makodim Kodim 1712/Sarmi, Sarmi",-2.5987665,140.6386115,Sarmi,Kabupaten Sarmi,-2.5987665,140.6386115
KODIM-268,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1715/Yahukimo,"Makodim Kodim 1715/Yahukimo, Yahukimo",-4.8789297,139.540667,Dekai,Kabupaten Yahukimo,-4.8789297,139.540667
KODIM-269,KOREM-045,KODAM-15,Kodam XVII/Cenderawasih,Korem 172/Praja Wira Yakhti,Kodim 1716/Tolikara,"Makodim Kodim 1716/Tolikara, Tolikara",-3.6835236,138.4784194,Karubaga,Kabupaten Tolikara,-3.6835236,138.4784194
KODIM-270,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1703/Deiyai,"Makodim Kodim 1703/Deiyai, Deiyai",-4.034153,136.2981838,Tigi,Kabupaten Deiyai,-4.034153,136.2981838
KODIM-271,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1705/Nabire,"Makodim Kodim 1705/Nabire, Nabire",-3.3753498,135.5050107,Siriwo,Kabupaten Nabire,-3.3753498,135.5050107
KODIM-272,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1708/Biak,"Makodim Kodim 1708/Biak, Biak",-1.1572623,136.0499239,Biak Kota,Kabupaten Biak Numfor,-1.1572623,136.0499239
KODIM-273,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1709/Serui,"Makodim Kodim 1709/Serui, Serui",-1.8756473,136.232889,Yapen Selatan,Kabupaten Kepulauan Yapen,-1.8756473,136.232889
KODIM-274,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1710/Mimika,"Makodim Kodim 1710/Mimika, Mimika",-4.45059,136.889,Kuala Kencana,Kabupaten Mimika,-4.45059,136.889
KODIM-275,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1713/Lanny Jaya,"Makodim Kodim 1713/Lanny Jaya, Lanny Jaya",-3.9258023,138.4500856,Tiom,Kabupaten Lanny Jaya,-3.9258023,138.4500856
KODIM-276,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1714/Puncak Jaya,"Makodim Kodim 1714/Puncak Jaya, Puncak Jaya",-3.7101961,137.9778393,Mulia,Kabupaten Puncak Jaya,-3.7101961,137.9778393
KODIM-277,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1717/Puncak,"Makodim Kodim 1717/Puncak, Puncak",-3.9733007,137.6445562,Ilaga,Kabupaten Puncak,-3.9733007,137.6445562
KODIM-278,KOREM-046,KODAM-15,Kodam XVII/Cenderawasih,Korem 173/Praja Vira Braja,Kodim 1718/Intan Jaya,"Makodim Kodim 1718/Intan Jaya, Intan Jaya",-3.7395623,137.0319626,Sugapa,Kabupaten Intan Jaya,-3.7395623,137.0319626
KODIM-279,KOREM-047,KODAM-16,Kodam XVIII/Kasuari,Berdiri Sendiri,Kodim 1801/Manokwari,"Makodim Kodim 1801/Manokwari, Manokwari",-0.8628302,134.0793708,Manokwari Barat,Kabupaten Manokwari,-0.8628302,134.0793708
KODIM-280,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1802/Sorong,"Makodim Kodim 1802/Sorong, Sorong",-0.8801772,131.2645318,Sorong,Kota Sorong,-0.8801772,131.2645318
KODIM-281,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1805/Raja Ampat,"Makodim Kodim 1805/Raja Ampat, Raja Ampat",-0.4217405,130.8148295,Waigeo Selatan,Kabupaten Raja Ampat,-0.4217405,130.8148295
KODIM-282,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1807/Sorong Selatan,"Makodim Kodim 1807/Sorong Selatan, Sorong Selatan",-1.5019633,132.150714,Wayer,Kabupaten Sorong Selatan,-1.5019633,132.150714
KODIM-283,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1808/Manokwari Selatan,"Makodim Kodim 1808/Manokwari Selatan, Manokwari Selatan",-1.505563,134.1489961,Ransiki,Kabupaten Manokwari Selatan,-1.505563,134.1489961
KODIM-284,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1809/Maybrat,"Makodim Kodim 1809/Maybrat, Maybrat",-1.2568532,132.5001338,Aifat,Kabupaten Maybrat,-1.2568532,132.5001338
KODIM-285,KOREM-048,KODAM-16,Kodam XVIII/Kasuari,Korem 181/Praja Vira Tama,Kodim 1810/Tambrauw,"Makodim Kodim 1810/Tambrauw, Tambrauw",-0.496052,132.0874738,Sausapor,Kabupaten Tambrauw,-0.496052,132.0874738
KODIM-286,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1803/Fakfak,"Makodim Kodim 1803/Fakfak, Fakfak",-2.9290263,132.3037005,Fak-Fak,Kabupaten Fak Fak,-2.9290263,132.3037005
KODIM-287,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1804/Kaimana,"Makodim Kodim 1804/Kaimana, Kaimana",-3.6079348,133.7298882,Kaimana,Kabupaten Kaimana,-3.6079348,133.7298882
KODIM-288,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1806/Teluk Bintuni,"Makodim Kodim 1806/Teluk Bintuni, Teluk Bintuni",-2.1064825,133.609816,Bintuni,Kabupaten Teluk Bintuni,-2.1064825,133.609816
KODIM-289,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1811/Teluk Wondama,"Makodim Kodim 1811/Teluk Wondama, Teluk Wondama",-2.8149925,134.5327669,Wasior,Kabupaten Teluk Wondama,-2.8149925,134.5327669
KODIM-290,KOREM-049,KODAM-16,Kodam XVIII/Kasuari,Korem 182/Jazira Onim,Kodim 1812/Pegunungan Arfak,"Makodim Kodim 1812/Pegunungan Arfak, Pegunungan Arfak",-1.2749458,133.8802828,Anggi,Kabupaten Pegunungan Arfak,-1.2749458,133.8802828
KODIM-291,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0304/Agam,"Jl. Jend. Sudirman, Bukit Tinggi 26136",-0.3157755,100.3706313,Aur Birugo Tigo Baleh,Kota Bukittinggi,-0.3157755,100.3706313
KODIM-292,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0305/Lubuk Sikaping,"Jl. Nusantara, Lubuk Sikaping 26300",0.1358442,100.1685593,Lubuk Sikaping,Kabupaten Pasaman,0.1358442,100.1685593
KODIM-293,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0306/Sarilamak,"Jl. Olah Raga, Payakumbuh 26211",-0.1680835,100.6597745,Harau,Kabupaten Lima Puluh Kota,-0.1680835,100.6597745
KODIM-294,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0307/Batusangkar,"Jl. Benteng, Batu Sangkar 27211",-0.4770626,100.6231483,Tanjung Emas,Kabupaten Tanah Datar,-0.4770626,100.6231483
KODIM-295,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0308/Pariaman,"Jl. Imam Bonjol, Pariaman 22514",-0.6265696,100.1625644,Pariaman Selatan,Kota Pariaman,-0.6265696,100.1625644
KODIM-296,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0309/Solok,"Jl. HM. Yamin, Solok 27322",-0.7890166,100.6471652,Lubuk Sikarah,Kota Solok,-0.7890166,100.6471652
KODIM-297,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0310/Sawah Lunto,"Jl. Prof. M. Yamin SH., Muara Sijunjung 27511",-0.6652427,100.9450351,Sijunjung,Kabupaten Sijunjung,-0.6652427,100.9450351
KODIM-298,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0311/Pesisir Selatan,"Jl. Samudra, Painan 25661",-1.344159,100.5784573,IV Jurai,Kabupaten Pesisir Selatan,-1.344159,100.5784573
KODIM-299,KOREM-050,KODAM-17,Kodam XX/Tuanku Imam Bonjol,Korem 032/Wirabraja,Kodim 0312/Padang,"Jl. Thamrin No. 5, Padang 25211",-0.9549416,100.3628962,Padang Selatan,Kota Padang,-0.9549416,100.3628962
