kodim_id,korem_id,kodam_id,kodam,korem,name,address,lat,lng,kecamatan,kabupaten_kota,kecamatan_lat,kecamatan_lng
KODIM-094,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1621/Timor Tengah Selatan,"Makodim Kodim 1621/Timor Tengah Selatan, Timor Tengah Selatan",-9.863518,124.2593008,Kota Soe,Kabupaten Timor Tengah Selatan,-9.863518,124.2593008
KODIM-095,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1622/Kalabahi,"Makodim Kodim 1622/Kalabahi, Kalabahi",-8.2161194,124.5459961,Wulanggitang,Kabupaten Flores Timur,-8.2161194,124.5459961
KODIM-096,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1624/Larantuka,"Makodim Kodim 1624/Larantuka, Larantuka",-8.3420432,122.9864836,Larantuka,Kabupaten Flores Timur,-8.3420432,122.9864836
KODIM-097,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1625/Bajawa,"Makodim Kodim 1625/Bajawa, Bajawa",-8.7895704,120.9774484,Bajawa,Kabupaten Ngada,-8.7895704,120.9774484
KODIM-098,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1627/Rote Ndao,"Makodim Kodim 1627/Rote Ndao, Rote Ndao",-10.7798454,123.0722726,Rote Barat Daya,Kabupaten Rote Ndao,-10.7798454,123.0722726
KODIM-099,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1629/Sumba Barat Daya,"Makodim Kodim 1629/Sumba Barat Daya, Sumba Barat Daya",-9.4240646,119.1758835,Loura,Kabupaten Sumba Barat Daya,-9.4240646,119.1758835
KODIM-100,KOREM-017,KODAM-05,Kodam IX/Udayana,Korem 161/Wira Sakti,Kodim 1630/Manggarai Barat,"Makodim Kodim 1630/Manggarai Barat, Manggarai Barat",-8.4988789,119.895437,Macang Pacar,Kabupaten Manggarai Barat,-8.4988789,119.895437
KODIM-101,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1606/Mataram,"Makodim Kodim 1606/Mataram, Mataram",-8.5837249,116.1104583,Mataram,Kota Mataram,-8.5837249,116.1104583
KODIM-102,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1607/Sumbawa Besar,"Makodim Kodim 1607/Sumbawa Besar, Sumbawa Besar",-8.4960134,117.4241575,Sumbawa,Kabupaten Sumbawa,-8.4960134,117.4241575
KODIM-103,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1608/Bima,"Makodim Kodim 1608/Bima, Bima",-8.4614456,118.7439727,Mpunda,Kota Bima,-8.4614456,118.7439727
KODIM-104,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1614/Dompu,"Makodim Kodim 1614/Dompu, Dompu",-8.5333147,118.4656312,Dompu,Kabupaten Dompu,-8.5333147,118.4656312
KODIM-105,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1615/Lombok Timur,"Makodim Kodim 1615/Lombok Timur, Lombok Timur",-8.6516704,116.5313644,Selong,Kabupaten Lombok Timur,-8.6516704,116.5313644
KODIM-106,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1620/Praya,"Makodim Kodim 1620/Praya, Praya",-8.7042193,116.2644461,Praya,Kabupaten Lombok Tengah,-8.7042193,116.2644461
KODIM-107,KOREM-018,KODAM-05,Kodam IX/Udayana,Korem 162/Wira Bhakti,Kodim 1628/Taliwang,"Makodim Kodim 1628/Taliwang, Taliwang",-8.7561561,116.8217347,Taliwang,Kabupaten Sumbawa Barat,-8.7561561,116.8217347
KODIM-108,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1609/Buleleng,"Makodim Kodim 1609/Buleleng, Buleleng",-8.110877,115.0923886,Buleleng,Kabupaten Buleleng,-8.110877,115.0923886
KODIM-109,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1610/Klungkung,"Makodim Kodim 1610/Klungkung, Klungkung",-8.5246854,115.401776,Klungkung,Kabupaten Klungkung,-8.5246854,115.401776
KODIM-110,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1611/Badung,"Makodim Kodim 1611/Badung, Badung",-8.6583965,115.217756,Denpasar Barat,Kota Denpasar,-8.6583965,115.217756
KODIM-111,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1616/Gianyar,"Makodim Kodim 1616/Gianyar, Gianyar",-8.541517,115.32445,Gianyar,Kabupaten Gianyar,-8.541517,115.32445
KODIM-112,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1617/Negara,"Makodim Kodim 1617/Negara, Negara",-8.3611196,114.636299,Jembrana,Kabupaten Jembrana,-8.3611196,114.636299
KODIM-113,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1619/Tabanan,"Makodim Kodim 1619/Tabanan, Tabanan",-8.5375637,115.1351399,Tabanan,Kabupaten Tabanan,-8.5375637,115.1351399
KODIM-114,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1623/Karangasem,"Makodim Kodim 1623/Karangasem, Karangasem",-8.4501606,115.6070289,Karangasem,Kabupaten Karangasem,-8.4501606,115.6070289
KODIM-115,KOREM-019,KODAM-05,Kodam IX/Udayana,Korem 163/Wira Satya,Kodim 1626/Bangli,"Makodim Kodim 1626/Bangli, Bangli",-8.4655462,115.3524751,Bangli,Kabupaten Bangli,-8.4655462,115.3524751
KODIM-116,KOREM-020,KODAM-06,Kodam Iskandar Muda,Berdiri Sendiri,Kodim 0101/Banda Aceh,"Makodim Kodim 0101/Banda Aceh, Banda Aceh",5.5507907,95.3200962,Baiturrahman,Kota Banda Aceh,5.5507907,95.3200962
KODIM-117,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0102/Pidie,"Makodim Kodim 0102/Pidie, Pidie",5.3668961,95.9588794,Pidie,Kabupaten Pidie,5.3668961,95.9588794
KODIM-118,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0103/Aceh Utara,"Makodim Kodim 0103/Aceh Utara, Aceh Utara",5.17936,97.1506,Banda Sakti,Kota Lhokseumawe,5.17936,97.1506
KODIM-119,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0104/Aceh Timur,"Makodim Kodim 0104/Aceh Timur, Aceh Timur",4.4871958,97.9549069,Langsa Baro,Kota Langsa,4.4871958,97.9549069
KODIM-120,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0106/Aceh Tengah,"Makodim Kodim 0106/Aceh Tengah, Aceh Tengah",4.620028,96.8499555,Laut Tawar,Kabupaten Aceh Tengah,4.620028,96.8499555
KODIM-121,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0108/Aceh Tenggara,"Makodim Kodim 0108/Aceh Tenggara, Aceh Tenggara",3.4855693,97.810891,Babussalam,Kabupaten Aceh Tenggara,3.4855693,97.810891
KODIM-122,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0111/Bireuen,"Makodim Kodim 0111/Bireuen, Bireuen",5.2056395,96.6654546,Jeumpa,Kabupaten Bireuen,5.2056395,96.6654546
KODIM-123,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0113/Gayo Lues,"Makodim Kodim 0113/Gayo Lues, Gayo Lues",3.9569132,97.3504275,Blangkejeren,Kabupaten Gayo Lues,3.9569132,97.3504275
KODIM-124,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0117/Aceh Tamiang,"Makodim Kodim 0117/Aceh Tamiang, Aceh Tamiang",4.2048589,98.0586716,Kejuruan Muda,Kabupaten Aceh Tamiang,4.2048589,98.0586716
KODIM-125,KOREM-021,KODAM-06,Kodam Iskandar Muda,Korem 011/Lilawangsa,Kodim 0119/Bener Meriah,"Makodim Kodim 0119/Bener Meriah, Bener Meriah",4.7221766,96.8287302,Wih Pesam,Kabupaten Bener Meriah,4.7221766,96.8287302
KODIM-126,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0105/Aceh Barat,"Makodim Kodim 0105/Aceh Barat, Aceh Barat",4.1586862,96.1268138,Johan Pahlawan,Kabupaten Aceh Barat,4.1586862,96.1268138
KODIM-127,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0107/Aceh Selatan,"Makodim Kodim 0107/Aceh Selatan, Aceh Selatan",3.2607064,97.1955346,Tapaktuan,Kabupaten Aceh Selatan,3.2607064,97.1955346
KODIM-128,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0109/Aceh Singkil,"Makodim Kodim 0109/Aceh Singkil, Aceh Singkil",2.2819633,97.8970084,Singkil Utara,Kabupaten Aceh Singkil,2.2819633,97.8970084
KODIM-129,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0110/Aceh Barat Daya,"Makodim Kodim 0110/Aceh Barat Daya, Aceh Barat Daya",3.7326819,96.8583059,Blangpidie,Kabupaten Aceh Barat Daya,3.7326819,96.8583059
KODIM-130,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0112/Sabang,"Makodim Kodim 0112/Sabang, Sabang",5.8689543,95.3461415,Sukajaya,Kota Sabang,5.8689543,95.3461415
KODIM-131,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0114/Aceh Jaya,"Makodim Kodim 0114/Aceh Jaya, Aceh Jaya",4.6292863,95.5778022,Krueng Sabee,Kabupaten Aceh Jaya,4.6292863,95.5778022
KODIM-132,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0115/Simeuleu,"Makodim Kodim 0115/Simeuleu, Simeuleu",2.4836766,96.3691363,Simeulue Timur,Kabupaten Simeulue,2.4836766,96.3691363
KODIM-133,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0116/Nagan Raya,"Makodim Kodim 0116/Nagan Raya, Nagan Raya",4.1697214,96.3220468,Suka Makmue,Kabupaten Nagan Raya,4.1697214,96.3220468
KODIM-134,KOREM-022,KODAM-06,Kodam Iskandar Muda,Korem 012/Teuku Umar,Kodim 0118/Subulussalam,"Makodim Kodim 0118/Subulussalam, Subulussalam",2.6228543,98.0359465,Penanggalan,Kota Subulussalam,2.6228543,98.0359465
KODIM-135,KOREM-023,KODAM-07,Kodam Jayakarta,Berdiri Sendiri,Kodim 0501/Jakarta Pusat,"Makodim Kodim 0501/Jakarta Pusat, Jakarta Pusat",-6.1556169,106.8433242,Sawah Besar,Kota Administrasi Jakarta Pusat,-6.1556169,106.8433242
KODIM-136,KOREM-024,KODAM-07,Kodam Jayakarta,Korem 051/Wijayakarta,Kodim 0504/Jakarta Selatan,"Makodim Kodim 0504/Jakarta Selatan, Jakarta Selatan",-6.2568259,106.7781398,Kebayoran Lama,Kota Administrasi Jakarta Selatan,-6.2568259,106.7781398
KODIM-137,KOREM-024,KODAM-07,Kodam Jayakarta,Korem 051/Wijayakarta,Kodim 0505/Jakarta Timur,"Makodim Kodim 0505/Jakarta Timur, Jakarta Timur",-6.2128075,106.9467161,Cakung,Kota Administrasi Jakarta Timur,-6.2128075,106.9467161
KODIM-138,KOREM-024,KODAM-07,Kodam Jayakarta,Korem 051/Wijayakarta,Kodim 0507/Bekasi,"Makodim Kodim 0507/Bekasi, Bekasi",-6.2422202,106.9989694,Bekasi Selatan,Kota Bekasi,-6.2422202,106.9989694
KODIM-139,KOREM-024,KODAM-07,Kodam Jayakarta,Korem 051/Wijayakarta,Kodim 0508/Depok,"Makodim Kodim 0508/Depok, Depok",-6.389172,106.793805,Pancoran Mas,Kota Depok,-6.389172,106.793805
KODIM-140,KOREM-025,KODAM-07,Kodam Jayakarta,Korem 052/Wijayakrama,Kodim 0502/Jakarta Utara,"Makodim Kodim 0502/Jakarta Utara, Jakarta Utara",-6.1360741,106.8916324,Tanjung Priok,Kota Administrasi Jakarta Utara,-6.1360741,106.8916324
KODIM-141,KOREM-025,KODAM-07,Kodam Jayakarta,Korem 052/Wijayakrama,Kodim 0503/Jakarta Barat,"Makodim Kodim 0503/Jakarta Barat, Jakarta Barat",-6.1714797,106.7894178,Grogol Petamburan,Kota Administrasi Jakarta Barat,-6.1714797,106.7894178
KODIM-142,KOREM-025,KODAM-07,Kodam Jayakarta,Korem 052/Wijayakrama,Kodim 0506/Tangerang,"Makodim Kodim 0506/Tangerang, Tangerang",-6.185458,106.6385278,Tangerang,Kota Tangerang,-6.185458,106.6385278
KODIM-143,KOREM-025,KODAM-07,Kodam Jayakarta,Korem 052/Wijayakrama,Kodim 0509/Cikarang,"Makodim Kodim 0509/Cikarang, Cikarang",-6.365892,107.175306,Cikarang Pusat,Kabupaten Bekasi,-6.365892,107.175306
KODIM-144,KOREM-025,KODAM-07,Kodam Jayakarta,Korem 052/Wijayakrama,Kodim 0510/Tigaraksa,"Makodim Kodim 0510/Tigaraksa, Tigaraksa",-6.277271,106.4839566,Sepatan,Kabupaten Tangerang,-6.277271,106.4839566
KODIM-145,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0801/Pacitan,"Makodim Kodim 0801/Pacitan, Pacitan",-8.2051166,111.0919566,Pacitan,Kabupaten Pacitan,-8.2051166,111.0919566
KODIM-146,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0802/Ponorogo,"Makodim Kodim 0802/Ponorogo, Ponorogo",-7.874518,111.4744185,Ponorogo,Kabupaten Ponorogo,-7.874518,111.4744185
KODIM-147,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0803/Madiun,"Makodim Kodim 0803/Madiun, Madiun",-7.6213131,111.5208929,Manguharjo,Kota Madiun,-7.6213131,111.5208929
KODIM-148,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0804/Magetan,"Makodim Kodim 0804/Magetan, Magetan",-7.6541133,111.3298578,Magetan,Kabupaten Magetan,-7.6541133,111.3298578
KODIM-149,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0805/Ngawi,"Makodim Kodim 0805/Ngawi, Ngawi",-7.404105,111.4461155,Ngawi,Kabupaten Ngawi,-7.404105,111.4461155
KODIM-150,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0806/Trenggalek,"Makodim Kodim 0806/Trenggalek, Trenggalek",-8.0560391,111.6895627,Trenggalek,Kabupaten Trenggalek,-8.0560391,111.6895627
KODIM-151,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0807/Tulungagung,"Makodim Kodim 0807/Tulungagung, Tulungagung",-8.0636048,111.9022405,Tulungagung,Kabupaten Tulungagung,-8.0636048,111.9022405
KODIM-152,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0808/Blitar,"Makodim Kodim 0808/Blitar, Blitar",-8.0995116,112.1696843,Kepanjenkidul,Kota Blitar,-8.0995116,112.1696843
KODIM-153,KOREM-026,KODAM-08,Kodam V/Brawijaya,Korem 081/Dhirotsaha Jaya,Kodim 0810/Nganjuk,"Makodim Kodim 0810/Nganjuk, Nganjuk",-7.5989206,111.9016529,Nganjuk,Kabupaten Nganjuk,-7.5989206,111.9016529
KODIM-154,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0809/Kediri,"Makodim Kodim 0809/Kediri, Kediri",-7.8142321,112.0310833,Kota,Kota Kediri,-7.8142321,112.0310833
KODIM-155,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0811/Tuban,"Makodim Kodim 0811/Tuban, Tuban",-6.9001173,112.0470507,Tuban,Kabupaten Tuban,-6.9001173,112.0470507
KODIM-156,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0812/Lamongan,"Makodim Kodim 0812/Lamongan, Lamongan",-7.114361,112.428094,Deket,Kabupaten Lamongan,-7.114361,112.428094
KODIM-157,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0813/Bojonegoro,"Makodim Kodim 0813/Bojonegoro, Bojonegoro",-7.1693022,111.8685759,Bojonegoro,Kabupaten Bojonegoro,-7.1693022,111.8685759
KODIM-158,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0814/Jombang,"Makodim Kodim 0814/Jombang, Jombang",-7.540459,112.2373785,Jombang,Kabupaten Jombang,-7.540459,112.2373785
KODIM-159,KOREM-027,KODAM-08,Kodam V/Brawijaya,Korem 082/Citra Panca Yudha Jaya,Kodim 0815/Mojokerto,"Makodim Kodim 0815/Mojokerto, Mojokerto",-7.4621236,112.4321037,Magersari,Kota Mojokerto,-7.4621236,112.4321037
KODIM-160,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0818/Kepanjen,"Makodim Kodim 0818/Kepanjen, Kepanjen",-8.1433549,112.568931,Kepanjen,Kabupaten Malang,-8.1433549,112.568931
KODIM-161,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0819/Pasuruan,"Makodim Kodim 0819/Pasuruan, Pasuruan",-7.643877,112.9117908,Bugul Kidul,Kota Pasuruan,-7.643877,112.9117908
KODIM-162,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0820/Probolinggo,"Makodim Kodim 0820/Probolinggo, Probolinggo",-7.7543046,113.2149457,Kanigaran,Kota Probolinggo,-7.7543046,113.2149457
KODIM-163,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0821/Lumajang,"Makodim Kodim 0821/Lumajang, Lumajang",-8.1336639,113.2243969,Lumajang,Kabupaten Lumajang,-8.1336639,113.2243969
KODIM-164,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0822/Bondowoso,"Makodim Kodim 0822/Bondowoso, Bondowoso",-7.8553748,113.93212,Tapen,Kabupaten Bondowoso,-7.8553748,113.93212
KODIM-165,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0823/Situbondo,"Makodim Kodim 0823/Situbondo, Situbondo",-7.7076318,114.000848,Situbondo,Kabupaten Situbondo,-7.7076318,114.000848
KODIM-166,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0824/Jember,"Makodim Kodim 0824/Jember, Jember",-8.165309,113.7056761,Patrang,Kabupaten Jember,-8.165309,113.7056761
KODIM-167,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0825/Banyuwangi,"Makodim Kodim 0825/Banyuwangi, Banyuwangi",-8.2113802,114.3780247,Banyuwangi,Kabupaten Banyuwangi,-8.2113802,114.3780247
KODIM-168,KOREM-028,KODAM-08,Kodam V/Brawijaya,Korem 083/Baladhika Jaya,Kodim 0833/Malang,"Makodim Kodim 0833/Malang, Malang",-7.976801,112.631544,Klojen,Kota Malang,-7.976801,112.631544
KODIM-169,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0816/Sidoarjo,"Makodim Kodim 0816/Sidoarjo, Sidoarjo",-7.44134,112.7363206,Sidoarjo,Kabupaten Sidoarjo,-7.44134,112.7363206
KODIM-170,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0817/Gresik,"Makodim Kodim 0817/Gresik, Gresik",-7.1667248,112.6407211,Gresik,Kabupaten Gresik,-7.1667248,112.6407211
KODIM-171,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0826/Pamekasan,"Makodim Kodim 0826/Pamekasan, Pamekasan",-7.154954,113.4914869,Pademawu,Kabupaten Pamekasan,-7.154954,113.4914869
KODIM-172,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0827/Sumenep,"Makodim Kodim 0827/Sumenep, Sumenep",-7.0092587,113.8599474,Kota Sumenep,Kabupaten Sumenep,-7.0092587,113.8599474
KODIM-173,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0828/Sampang,"Makodim Kodim 0828/Sampang, Sampang",-7.2122423,113.2655514,Sampang,Kabupaten Sampang,-7.2122423,113.2655514
KODIM-174,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0829/Bangkalan,"Makodim Kodim 0829/Bangkalan, Bangkalan",-7.0309216,112.749192,Bangkalan,Kabupaten Bangkalan,-7.0309216,112.749192
KODIM-175,KOREM-029,KODAM-08,Kodam V/Brawijaya,Korem 084/Bhaskara Jaya,Kodim 0830/Surabaya,"Makodim Kodim 0830/Surabaya, Surabaya",-7.2329535,112.724866,Krembangan,Kota Surabaya,-7.2329535,112.724866
KODIM-176,KOREM-030,KODAM-09,Kodam VI/Mulawarman,Berdiri Sendiri,Kodim 0905/Balikpapan,"Makodim Kodim 0905/Balikpapan, Balikpapan",-1.2780184,116.8244193,Balikpapan Kota,Kota Balikpapan,-1.2780184,116.8244193
KODIM-177,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0901/Samarinda,"Makodim Kodim 0901/Samarinda, Samarinda",-0.502355,117.142742,Samarinda Kota,Kota Samarinda,-0.502355,117.142742
KODIM-178,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0902/Berau,"Makodim Kodim 0902/Berau, Berau",2.1513389,117.4856037,Tanjung Redeb,Kabupaten Berau,2.1513389,117.4856037
KODIM-179,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0904/Tanah Grogot,"Makodim Kodim 0904/Tanah Grogot, Tanah Grogot",-1.9109357,116.1931245,Batu Sopang,Kabupaten Paser,-1.9109357,116.1931245
KODIM-180,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0906/Tenggarong,"Makodim Kodim 0906/Tenggarong, Tenggarong",-0.4301167,116.9948392,Tenggarong,Kabupaten Kutai Kartanegara,-0.4301167,116.9948392
KODIM-181,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0908/Bontang,"Makodim Kodim 0908/Bontang, Bontang",0.1399646,117.4907313,Bontang Utara,Kota Bontang,0.1399646,117.4907313
KODIM-182,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0909/Sangatta,"Makodim Kodim 0909/Sangatta, Sangatta",0.5291015,117.6094865,Long Mesangat,Kabupaten Kutai Timur,0.5291015,117.6094865
KODIM-183,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0912/Sendawar,"Makodim Kodim 0912/Sendawar, Sendawar",-0.2271513,115.6966549,Barong Tongkok,Kabupaten Kutai Barat,-0.2271513,115.6966549
KODIM-184,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0913/Penajam Paser Utara,"Makodim Kodim 0913/Penajam Paser Utara, Penajam Paser Utara",-1.3077287,116.7309385,Penajam,Kabupaten Penajam Paser Utara,-1.3077287,116.7309385
KODIM-185,KOREM-031,KODAM-09,Kodam VI/Mulawarman,Korem 091/Aji Surya Natakesuma,Kodim 0915/Mahakam Ulu,"Makodim Kodim 0915/Mahakam Ulu, Mahakam Ulu",0.5240536,115.24,Long Bagun,Kabupaten Mahakam Ulu,0.5240536,115.24
KODIM-186,KOREM-032,KODAM-09,Kodam VI/Mulawarman,Korem 092/Maharajalila,Kodim 0903/Tanjung Selor,"Makodim Kodim 0903/Tanjung Selor, Tanjung Selor",2.8424821,117.3726545,Tanjung Selor,Kabupaten Bulungan,2.8424821,117.3726545
KODIM-187,KOREM-032,KODAM-09,Kodam VI/Mulawarman,Korem 092/Maharajalila,Kodim 0907/Tarakan,"Makodim Kodim 0907/Tarakan, Tarakan",3.3132686,117.6074063,Tarakan Barat,Kota Tarakan,3.3132686,117.6074063
KODIM-188,KOREM-032,KODAM-09,Kodam VI/Mulawarman,Korem 092/Maharajalila,Kodim 0910/Malinau,"Makodim Kodim 0910/Malinau, Malinau",3.5520875,116.6246719,Malinau Kota,Kabupaten Malinau,3.5520875,116.6246719
KODIM-189,KOREM-032,KODAM-09,Kodam VI/Mulawarman,Korem 092/Maharajalila,Kodim 0911/Nunukan,"Makodim Kodim 0911/Nunukan, Nunukan",4.1011929,117.630596,Nunukan,Kabupaten Nunukan,4.1011929,117.630596
KODIM-190,KOREM-032,KODAM-09,Kodam VI/Mulawarman,Korem 092/Maharajalila,Kodim 0914/Tana Tidung,"Makodim Kodim 0914/Tana Tidung, Tana Tidung",3.583144,116.945682,Sesayap,Kabupaten Tana Tidung,3.583144,116.945682
KODIM-191,KOREM-033,KODAM-10,Kodam XII/Tanjungpura,Berdiri Sendiri,Kodim 1207/Pontianak,"Makodim Kodim 1207/Pontianak, Pontianak",-0.0342837,109.3341236,Pontianak Selatan,Kota Pontianak,-0.0342837,109.3341236
KODIM-192,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1201/Mempawah,"Makodim Kodim 1201/Mempawah, Mempawah",0.3596963,108.9592632,Mempawah Hilir,Kabupaten Mempawah,0.3596963,108.9592632
KODIM-193,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1202/Singkawang,"Makodim Kodim 1202/Singkawang, Singkawang",0.8946958,108.9686926,Singkawang Barat,Kota Singkawang,0.8946958,108.9686926
KODIM-194,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1203/Ketapang,"Makodim Kodim 1203/Ketapang, Ketapang",-1.8358571,109.978702,Delta Pawan,Kabupaten Ketapang,-1.8358571,109.978702
KODIM-195,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1204/Sanggau,"Makodim Kodim 1204/Sanggau, Sanggau",0.1223239,110.6097544,Kapuas,Kabupaten Sanggau,0.1223239,110.6097544
KODIM-196,KOREM-034,KODAM-10,Kodam XII/Tanjungpura,Korem 121/Alambhana Wanawai,Kodim 1205/Sintang,"Makodim Kodim 1205/Sintang, Sintang",0.0771551,111.4915853,Sintang,Kabupaten Sintang,0.0771551,111.4915853
